model,model_version,scenario,region,layer,group,year,value,unit,source_regions,source_variables,source_file_id
IMAGE,3.4,SSP1-L,World,Final energy,Passenger transport,2080,43.435179,EJ/yr,World,Final Energy|Transportation|Passenger,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,World,Final energy,Passenger transport,2090,44.512298,EJ/yr,World,Final Energy|Transportation|Passenger,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,World,Final energy,Passenger transport,2100,46.268943,EJ/yr,World,Final Energy|Transportation|Passenger,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,World,Final energy,Freight transport,2020,34.590295,EJ/yr,World,Final Energy|Transportation|Freight,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,World,Final energy,Freight transport,2030,39.967018,EJ/yr,World,Final Energy|Transportation|Freight,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,World,Final energy,Freight transport,2040,34.654098,EJ/yr,World,Final Energy|Transportation|Freight,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,World,Final energy,Freight transport,2050,28.279051,EJ/yr,World,Final Energy|Transportation|Freight,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,World,Final energy,Freight transport,2060,27.714452,EJ/yr,World,Final Energy|Transportation|Freight,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,World,Final energy,Freight transport,2070,27.912224,EJ/yr,World,Final Energy|Transportation|Freight,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,World,Final energy,Freight transport,2080,27.535168,EJ/yr,World,Final Energy|Transportation|Freight,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,World,Final energy,Freight transport,2090,27.500807,EJ/yr,World,Final Energy|Transportation|Freight,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,World,Final energy,Freight transport,2100,27.290136,EJ/yr,World,Final Energy|Transportation|Freight,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,World,Final energy,Iron & steel,2020,20.749181,EJ/yr,World,Final Energy|Industry|Iron and Steel,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,World,Final energy,Iron & steel,2030,20.802920,EJ/yr,World,Final Energy|Industry|Iron and Steel,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,World,Final energy,Iron & steel,2040,16.624060,EJ/yr,World,Final Energy|Industry|Iron and Steel,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,World,Final energy,Iron & steel,2050,13.432460,EJ/yr,World,Final Energy|Industry|Iron and Steel,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,World,Final energy,Iron & steel,2060,12.754450,EJ/yr,World,Final Energy|Industry|Iron and Steel,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,World,Final energy,Iron & steel,2070,11.678130,EJ/yr,World,Final Energy|Industry|Iron and Steel,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,World,Final energy,Iron & steel,2080,9.634175,EJ/yr,World,Final Energy|Industry|Iron and Steel,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,World,Final energy,Iron & steel,2090,7.631635,EJ/yr,World,Final Energy|Industry|Iron and Steel,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,World,Final energy,Iron & steel,2100,5.706294,EJ/yr,World,Final Energy|Industry|Iron and Steel,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,World,Final energy,Space heating,2020,43.733359,EJ/yr,World,Final Energy|Residential|Space Heating; Final Energy|Commercial|Space Heating,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,World,Final energy,Space heating,2030,36.625459,EJ/yr,World,Final Energy|Residential|Space Heating; Final Energy|Commercial|Space Heating,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,World,Final energy,Space heating,2040,25.996487,EJ/yr,World,Final Energy|Residential|Space Heating; Final Energy|Commercial|Space Heating,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,World,Final energy,Space heating,2050,22.613736,EJ/yr,World,Final Energy|Residential|Space Heating; Final Energy|Commercial|Space Heating,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,World,Final energy,Space heating,2060,18.317166,EJ/yr,World,Final Energy|Residential|Space Heating; Final Energy|Commercial|Space Heating,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,World,Final energy,Space heating,2070,14.423823,EJ/yr,World,Final Energy|Residential|Space Heating; Final Energy|Commercial|Space Heating,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,World,Final energy,Space heating,2080,12.644060,EJ/yr,World,Final Energy|Residential|Space Heating; Final Energy|Commercial|Space Heating,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,World,Final energy,Space heating,2090,10.322431,EJ/yr,World,Final Energy|Residential|Space Heating; Final Energy|Commercial|Space Heating,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,World,Final energy,Space heating,2100,7.916790,EJ/yr,World,Final Energy|Residential|Space Heating; Final Energy|Commercial|Space Heating,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Coal,2020,7.004245,EJ/yr,WEU; CEU,Primary Energy|Coal,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Coal,2030,5.654361,EJ/yr,WEU; CEU,Primary Energy|Coal,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Coal,2040,2.682415,EJ/yr,WEU; CEU,Primary Energy|Coal,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Coal,2050,2.125039,EJ/yr,WEU; CEU,Primary Energy|Coal,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Coal,2060,1.388414,EJ/yr,WEU; CEU,Primary Energy|Coal,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Coal,2070,0.603298,EJ/yr,WEU; CEU,Primary Energy|Coal,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Coal,2080,0.447634,EJ/yr,WEU; CEU,Primary Energy|Coal,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Coal,2090,1.031677,EJ/yr,WEU; CEU,Primary Energy|Coal,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Coal,2100,1.156641,EJ/yr,WEU; CEU,Primary Energy|Coal,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Oil,2020,23.514783,EJ/yr,WEU; CEU,Primary Energy|Oil,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Oil,2030,24.187659,EJ/yr,WEU; CEU,Primary Energy|Oil,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Oil,2040,13.629607,EJ/yr,WEU; CEU,Primary Energy|Oil,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Oil,2050,6.725583,EJ/yr,WEU; CEU,Primary Energy|Oil,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Oil,2060,6.285006,EJ/yr,WEU; CEU,Primary Energy|Oil,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Oil,2070,5.336614,EJ/yr,WEU; CEU,Primary Energy|Oil,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Oil,2080,4.305846,EJ/yr,WEU; CEU,Primary Energy|Oil,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Oil,2090,3.923657,EJ/yr,WEU; CEU,Primary Energy|Oil,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Oil,2100,3.283155,EJ/yr,WEU; CEU,Primary Energy|Oil,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Gas,2020,17.174200,EJ/yr,WEU; CEU,Primary Energy|Gas,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Gas,2030,10.861790,EJ/yr,WEU; CEU,Primary Energy|Gas,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Gas,2040,5.417798,EJ/yr,WEU; CEU,Primary Energy|Gas,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Gas,2050,4.705355,EJ/yr,WEU; CEU,Primary Energy|Gas,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Gas,2060,4.887948,EJ/yr,WEU; CEU,Primary Energy|Gas,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Gas,2070,4.797380,EJ/yr,WEU; CEU,Primary Energy|Gas,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Gas,2080,4.099124,EJ/yr,WEU; CEU,Primary Energy|Gas,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Gas,2090,3.840360,EJ/yr,WEU; CEU,Primary Energy|Gas,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Gas,2100,3.704081,EJ/yr,WEU; CEU,Primary Energy|Gas,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Biomass,2020,8.008503,EJ/yr,WEU; CEU,Primary Energy|Biomass,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Biomass,2030,8.711707,EJ/yr,WEU; CEU,Primary Energy|Biomass,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Biomass,2040,8.016248,EJ/yr,WEU; CEU,Primary Energy|Biomass,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Biomass,2050,9.164027,EJ/yr,WEU; CEU,Primary Energy|Biomass,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Biomass,2060,8.840132,EJ/yr,WEU; CEU,Primary Energy|Biomass,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Biomass,2070,10.941172,EJ/yr,WEU; CEU,Primary Energy|Biomass,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Biomass,2080,12.957020,EJ/yr,WEU; CEU,Primary Energy|Biomass,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Biomass,2090,12.015858,EJ/yr,WEU; CEU,Primary Energy|Biomass,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Biomass,2100,11.791803,EJ/yr,WEU; CEU,Primary Energy|Biomass,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Nuclear,2020,2.728134,EJ/yr,WEU; CEU,Primary Energy|Nuclear,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Nuclear,2030,2.676024,EJ/yr,WEU; CEU,Primary Energy|Nuclear,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Nuclear,2040,1.555863,EJ/yr,WEU; CEU,Primary Energy|Nuclear,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Nuclear,2050,0.168406,EJ/yr,WEU; CEU,Primary Energy|Nuclear,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Nuclear,2060,0.220481,EJ/yr,WEU; CEU,Primary Energy|Nuclear,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Nuclear,2070,0.481948,EJ/yr,WEU; CEU,Primary Energy|Nuclear,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Nuclear,2080,0.401930,EJ/yr,WEU; CEU,Primary Energy|Nuclear,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Nuclear,2090,0.147237,EJ/yr,WEU; CEU,Primary Energy|Nuclear,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Nuclear,2100,0.069314,EJ/yr,WEU; CEU,Primary Energy|Nuclear,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Non-biomass renewables,2020,4.405185,EJ/yr,WEU; CEU,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Non-biomass renewables,2030,6.831996,EJ/yr,WEU; CEU,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Non-biomass renewables,2040,13.339834,EJ/yr,WEU; CEU,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Non-biomass renewables,2050,20.562033,EJ/yr,WEU; CEU,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Non-biomass renewables,2060,20.227980,EJ/yr,WEU; CEU,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Non-biomass renewables,2070,19.971405,EJ/yr,WEU; CEU,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Non-biomass renewables,2080,21.040740,EJ/yr,WEU; CEU,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Non-biomass renewables,2090,22.328728,EJ/yr,WEU; CEU,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Primary energy,Non-biomass renewables,2100,20.366924,EJ/yr,WEU; CEU,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Coal,2020,1.571970,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Coal,2030,1.518733,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Coal,2040,0.587017,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Coal,2050,0.258031,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Coal,2060,0.139321,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Coal,2070,0.065838,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Coal,2080,0.077964,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Coal,2090,0.182943,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Coal,2100,0.191191,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Gas,2020,2.436005,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Gas,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Gas,2030,1.871162,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Gas,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Gas,2040,0.635579,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Gas,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Gas,2050,0.288412,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Gas,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Gas,2060,0.319757,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Gas,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Gas,2070,0.561317,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Gas,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Gas,2080,0.337110,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Gas,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Gas,2090,0.279277,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Gas,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Gas,2100,0.362757,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Gas,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Oil,2020,0.187311,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Oil,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Oil,2030,0.361060,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Oil,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Oil,2040,0.167731,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Oil,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Oil,2050,0.003094,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Oil,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Oil,2060,0.000827,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Oil,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Oil,2070,0.003274,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Oil,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Oil,2080,0.001373,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Oil,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Oil,2090,0.000048,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Oil,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Oil,2100,0.001780,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Oil,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Biomass,2020,0.833730,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Biomass,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Biomass,2030,1.017253,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Biomass,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Biomass,2040,0.440366,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Biomass,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Biomass,2050,0.194853,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Biomass,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Biomass,2060,0.087877,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Biomass,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Biomass,2070,0.398154,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Biomass,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Biomass,2080,1.076655,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Biomass,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Biomass,2090,1.017598,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Biomass,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Biomass,2100,1.186627,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Biomass,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Nuclear,2020,2.728134,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Nuclear,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Nuclear,2030,2.676024,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Nuclear,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Nuclear,2040,1.555863,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Nuclear,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Nuclear,2050,0.168406,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Nuclear,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Nuclear,2060,0.220481,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Nuclear,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Nuclear,2070,0.481948,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Nuclear,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Nuclear,2080,0.401930,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Nuclear,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Nuclear,2090,0.147237,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Nuclear,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Nuclear,2100,0.069314,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Nuclear,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Hydro,2020,2.049090,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Hydro,2030,2.116074,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Hydro,2040,2.552891,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Hydro,2050,1.745536,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Hydro,2060,2.134937,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Hydro,2070,2.226780,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Hydro,2080,2.069979,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Hydro,2090,1.478147,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Hydro,2100,1.798822,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP1_L.xlsx
IMAGE,3.4,SSP1-L,Europe (WEU + CEU),Secondary electricity,Solar,2020,0.579181,EJ/yr,WEU; CEU,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP1_L.xlsx
