model,scenario,year,database_name,source_database,premise_version,case,technology,region,r10_mapping_status,activity_key,functional_unit,method_family,category,indicator,unit,calculation_timestamp,provenance_id,score
image,SSP1-L,2020,esd-ei312-cutoff-image-ssp1-l-2020,ecoinvent-3.12-cutoff,2.4.6,cement,unspecified cement market,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp1-l-2020', '7b8af082824b46d8a4a45169f27bd0b2')",1 kg unspecified cement,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp1-l-2020:338987850329203761:soil quality index,0.8488546462843679
image,SSP1-L,2020,esd-ei312-cutoff-image-ssp1-l-2020,ecoinvent-3.12-cutoff,2.4.6,cement,unspecified cement market,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp1-l-2020', '7b8af082824b46d8a4a45169f27bd0b2')",1 kg unspecified cement,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp1-l-2020:338987850329203761:user deprivation potential (deprivation-weighted water consumption),0.057631670383496765
image,SSP1-L,2020,esd-ei312-cutoff-image-ssp1-l-2020,ecoinvent-3.12-cutoff,2.4.6,dac,sorbent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp1-l-2020', 'd3d20840335741dbb1465d747ac5f372')",1 kg CO2 captured and durably stored,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:48:27.202015+00:00,"esd-ei312-cutoff-image-ssp1-l-2020:338987850329234785:GWP 100a, incl. H and bio CO2",-0.4619107614782022
image,SSP1-L,2020,esd-ei312-cutoff-image-ssp1-l-2020,ecoinvent-3.12-cutoff,2.4.6,dac,sorbent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp1-l-2020', 'd3d20840335741dbb1465d747ac5f372')",1 kg CO2 captured and durably stored,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp1-l-2020:338987850329234785:abiotic depletion potential (ADP): elements (ultimate reserves),9.351029597777181e-07
image,SSP1-L,2020,esd-ei312-cutoff-image-ssp1-l-2020,ecoinvent-3.12-cutoff,2.4.6,dac,sorbent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp1-l-2020', 'd3d20840335741dbb1465d747ac5f372')",1 kg CO2 captured and durably stored,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp1-l-2020:338987850329234785:soil quality index,2.8253846683689403
image,SSP1-L,2020,esd-ei312-cutoff-image-ssp1-l-2020,ecoinvent-3.12-cutoff,2.4.6,dac,sorbent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp1-l-2020', 'd3d20840335741dbb1465d747ac5f372')",1 kg CO2 captured and durably stored,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp1-l-2020:338987850329234785:user deprivation potential (deprivation-weighted water consumption),0.25699860460396584
image,SSP1-L,2020,esd-ei312-cutoff-image-ssp1-l-2020,ecoinvent-3.12-cutoff,2.4.6,dac,solvent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp1-l-2020', 'c85af4a441bf49ea8f1fe371148dad3e')",1 kg CO2 captured and durably stored,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:48:27.202015+00:00,"esd-ei312-cutoff-image-ssp1-l-2020:338987850329234569:GWP 100a, incl. H and bio CO2",-0.6202454258822074
image,SSP1-L,2020,esd-ei312-cutoff-image-ssp1-l-2020,ecoinvent-3.12-cutoff,2.4.6,dac,solvent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp1-l-2020', 'c85af4a441bf49ea8f1fe371148dad3e')",1 kg CO2 captured and durably stored,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp1-l-2020:338987850329234569:abiotic depletion potential (ADP): elements (ultimate reserves),5.33770870344966e-07
image,SSP1-L,2020,esd-ei312-cutoff-image-ssp1-l-2020,ecoinvent-3.12-cutoff,2.4.6,dac,solvent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp1-l-2020', 'c85af4a441bf49ea8f1fe371148dad3e')",1 kg CO2 captured and durably stored,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp1-l-2020:338987850329234569:soil quality index,1.9185570866509996
image,SSP1-L,2020,esd-ei312-cutoff-image-ssp1-l-2020,ecoinvent-3.12-cutoff,2.4.6,dac,solvent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp1-l-2020', 'c85af4a441bf49ea8f1fe371148dad3e')",1 kg CO2 captured and durably stored,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp1-l-2020:338987850329234569:user deprivation potential (deprivation-weighted water consumption),0.1672288877376951
image,SSP2-M,2020,esd-ei312-cutoff-image-ssp2-m-2020,ecoinvent-3.12-cutoff,2.4.6,electricity,low-voltage electricity,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp2-m-2020', '43bf1b0829a84086a4238552d8b53885')",1 kWh low-voltage electricity,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:48:27.202015+00:00,"esd-ei312-cutoff-image-ssp2-m-2020:338987850329257379:GWP 100a, incl. H and bio CO2",0.2508192478004856
image,SSP2-M,2020,esd-ei312-cutoff-image-ssp2-m-2020,ecoinvent-3.12-cutoff,2.4.6,electricity,low-voltage electricity,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp2-m-2020', '43bf1b0829a84086a4238552d8b53885')",1 kWh low-voltage electricity,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp2-m-2020:338987850329257379:abiotic depletion potential (ADP): elements (ultimate reserves),2.511528337909263e-06
image,SSP2-M,2020,esd-ei312-cutoff-image-ssp2-m-2020,ecoinvent-3.12-cutoff,2.4.6,electricity,low-voltage electricity,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp2-m-2020', '43bf1b0829a84086a4238552d8b53885')",1 kWh low-voltage electricity,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp2-m-2020:338987850329257379:soil quality index,1.6478394399609186
image,SSP2-M,2020,esd-ei312-cutoff-image-ssp2-m-2020,ecoinvent-3.12-cutoff,2.4.6,electricity,low-voltage electricity,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp2-m-2020', '43bf1b0829a84086a4238552d8b53885')",1 kWh low-voltage electricity,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp2-m-2020:338987850329257379:user deprivation potential (deprivation-weighted water consumption),0.18230747913754544
image,SSP2-M,2020,esd-ei312-cutoff-image-ssp2-m-2020,ecoinvent-3.12-cutoff,2.4.6,steel,low-alloyed steel market,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-m-2020', 'f07bf28504ca4ecf9e924172292c2592')",1 kg low-alloyed steel,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:48:27.202015+00:00,"esd-ei312-cutoff-image-ssp2-m-2020:338987850329275618:GWP 100a, incl. H and bio CO2",1.4053526108374135
image,SSP2-M,2020,esd-ei312-cutoff-image-ssp2-m-2020,ecoinvent-3.12-cutoff,2.4.6,steel,low-alloyed steel market,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-m-2020', 'f07bf28504ca4ecf9e924172292c2592')",1 kg low-alloyed steel,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp2-m-2020:338987850329275618:abiotic depletion potential (ADP): elements (ultimate reserves),7.269809296491624e-06
image,SSP2-M,2020,esd-ei312-cutoff-image-ssp2-m-2020,ecoinvent-3.12-cutoff,2.4.6,steel,low-alloyed steel market,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-m-2020', 'f07bf28504ca4ecf9e924172292c2592')",1 kg low-alloyed steel,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp2-m-2020:338987850329275618:soil quality index,4.675984651689615
image,SSP2-M,2020,esd-ei312-cutoff-image-ssp2-m-2020,ecoinvent-3.12-cutoff,2.4.6,steel,low-alloyed steel market,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-m-2020', 'f07bf28504ca4ecf9e924172292c2592')",1 kg low-alloyed steel,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp2-m-2020:338987850329275618:user deprivation potential (deprivation-weighted water consumption),0.44631320285054304
image,SSP2-M,2020,esd-ei312-cutoff-image-ssp2-m-2020,ecoinvent-3.12-cutoff,2.4.6,passenger_cars,passenger-car transport market,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-m-2020', '6756b135e23547cb9634aaaff3ed896b')",1 vehicle-km passenger-car transport,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:48:27.202015+00:00,"esd-ei312-cutoff-image-ssp2-m-2020:338987850329286469:GWP 100a, incl. H and bio CO2",0.30336927319653517
image,SSP2-M,2020,esd-ei312-cutoff-image-ssp2-m-2020,ecoinvent-3.12-cutoff,2.4.6,passenger_cars,passenger-car transport market,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-m-2020', '6756b135e23547cb9634aaaff3ed896b')",1 vehicle-km passenger-car transport,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp2-m-2020:338987850329286469:abiotic depletion potential (ADP): elements (ultimate reserves),5.8483895586811706e-06
image,SSP2-M,2020,esd-ei312-cutoff-image-ssp2-m-2020,ecoinvent-3.12-cutoff,2.4.6,passenger_cars,passenger-car transport market,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-m-2020', '6756b135e23547cb9634aaaff3ed896b')",1 vehicle-km passenger-car transport,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp2-m-2020:338987850329286469:soil quality index,2.4503103833117326
image,SSP2-M,2020,esd-ei312-cutoff-image-ssp2-m-2020,ecoinvent-3.12-cutoff,2.4.6,passenger_cars,passenger-car transport market,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-m-2020', '6756b135e23547cb9634aaaff3ed896b')",1 vehicle-km passenger-car transport,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp2-m-2020:338987850329286469:user deprivation potential (deprivation-weighted water consumption),0.05748914416867184
image,SSP2-M,2020,esd-ei312-cutoff-image-ssp2-m-2020,ecoinvent-3.12-cutoff,2.4.6,cement,unspecified cement market,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp2-m-2020', '31b441eef6834c3a847409efdef2b038')",1 kg unspecified cement,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:48:27.202015+00:00,"esd-ei312-cutoff-image-ssp2-m-2020:338987850329254502:GWP 100a, incl. H and bio CO2",0.757814690379399
image,SSP2-M,2020,esd-ei312-cutoff-image-ssp2-m-2020,ecoinvent-3.12-cutoff,2.4.6,cement,unspecified cement market,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp2-m-2020', '31b441eef6834c3a847409efdef2b038')",1 kg unspecified cement,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp2-m-2020:338987850329254502:abiotic depletion potential (ADP): elements (ultimate reserves),2.0104657754755193e-06
image,SSP2-M,2020,esd-ei312-cutoff-image-ssp2-m-2020,ecoinvent-3.12-cutoff,2.4.6,cement,unspecified cement market,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp2-m-2020', '31b441eef6834c3a847409efdef2b038')",1 kg unspecified cement,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp2-m-2020:338987850329254502:soil quality index,0.8488546462862212
image,SSP2-M,2020,esd-ei312-cutoff-image-ssp2-m-2020,ecoinvent-3.12-cutoff,2.4.6,cement,unspecified cement market,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp2-m-2020', '31b441eef6834c3a847409efdef2b038')",1 kg unspecified cement,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp2-m-2020:338987850329254502:user deprivation potential (deprivation-weighted water consumption),0.057631670383711545
image,SSP2-M,2020,esd-ei312-cutoff-image-ssp2-m-2020,ecoinvent-3.12-cutoff,2.4.6,dac,sorbent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-m-2020', '0cadecf273304e6c908dcd8d1173b42a')",1 kg CO2 captured and durably stored,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:48:27.202015+00:00,"esd-ei312-cutoff-image-ssp2-m-2020:338987850329285526:GWP 100a, incl. H and bio CO2",-0.4619107614762997
image,SSP2-M,2020,esd-ei312-cutoff-image-ssp2-m-2020,ecoinvent-3.12-cutoff,2.4.6,dac,sorbent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-m-2020', '0cadecf273304e6c908dcd8d1173b42a')",1 kg CO2 captured and durably stored,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp2-m-2020:338987850329285526:abiotic depletion potential (ADP): elements (ultimate reserves),9.351029597821451e-07
image,SSP2-M,2020,esd-ei312-cutoff-image-ssp2-m-2020,ecoinvent-3.12-cutoff,2.4.6,dac,sorbent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-m-2020', '0cadecf273304e6c908dcd8d1173b42a')",1 kg CO2 captured and durably stored,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp2-m-2020:338987850329285526:soil quality index,2.8253846683738506
image,SSP2-M,2020,esd-ei312-cutoff-image-ssp2-m-2020,ecoinvent-3.12-cutoff,2.4.6,dac,sorbent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-m-2020', '0cadecf273304e6c908dcd8d1173b42a')",1 kg CO2 captured and durably stored,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp2-m-2020:338987850329285526:user deprivation potential (deprivation-weighted water consumption),0.2569986046045277
image,SSP2-M,2020,esd-ei312-cutoff-image-ssp2-m-2020,ecoinvent-3.12-cutoff,2.4.6,dac,solvent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-m-2020', '9bdc0829efa848028a52aa57c5083aa3')",1 kg CO2 captured and durably stored,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:48:27.202015+00:00,"esd-ei312-cutoff-image-ssp2-m-2020:338987850329285310:GWP 100a, incl. H and bio CO2",-0.6202454258810632
image,SSP2-M,2020,esd-ei312-cutoff-image-ssp2-m-2020,ecoinvent-3.12-cutoff,2.4.6,dac,solvent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-m-2020', '9bdc0829efa848028a52aa57c5083aa3')",1 kg CO2 captured and durably stored,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp2-m-2020:338987850329285310:abiotic depletion potential (ADP): elements (ultimate reserves),5.337708703476664e-07
image,SSP2-M,2020,esd-ei312-cutoff-image-ssp2-m-2020,ecoinvent-3.12-cutoff,2.4.6,dac,solvent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-m-2020', '9bdc0829efa848028a52aa57c5083aa3')",1 kg CO2 captured and durably stored,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp2-m-2020:338987850329285310:soil quality index,1.9185570866539794
image,SSP2-M,2020,esd-ei312-cutoff-image-ssp2-m-2020,ecoinvent-3.12-cutoff,2.4.6,dac,solvent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-m-2020', '9bdc0829efa848028a52aa57c5083aa3')",1 kg CO2 captured and durably stored,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp2-m-2020:338987850329285310:user deprivation potential (deprivation-weighted water consumption),0.16722888773803443
image,SSP3-H,2020,esd-ei312-cutoff-image-ssp3-h-2020,ecoinvent-3.12-cutoff,2.4.6,electricity,low-voltage electricity,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp3-h-2020', 'da67804763b145849eb593b14c2951df')",1 kWh low-voltage electricity,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:48:27.202015+00:00,"esd-ei312-cutoff-image-ssp3-h-2020:338987850329308120:GWP 100a, incl. H and bio CO2",0.25082056160757954
image,SSP3-H,2020,esd-ei312-cutoff-image-ssp3-h-2020,ecoinvent-3.12-cutoff,2.4.6,electricity,low-voltage electricity,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp3-h-2020', 'da67804763b145849eb593b14c2951df')",1 kWh low-voltage electricity,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp3-h-2020:338987850329308120:abiotic depletion potential (ADP): elements (ultimate reserves),2.5115237126182884e-06
image,SSP3-H,2020,esd-ei312-cutoff-image-ssp3-h-2020,ecoinvent-3.12-cutoff,2.4.6,electricity,low-voltage electricity,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp3-h-2020', 'da67804763b145849eb593b14c2951df')",1 kWh low-voltage electricity,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp3-h-2020:338987850329308120:soil quality index,1.6478008927070422
image,SSP3-H,2020,esd-ei312-cutoff-image-ssp3-h-2020,ecoinvent-3.12-cutoff,2.4.6,electricity,low-voltage electricity,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp3-h-2020', 'da67804763b145849eb593b14c2951df')",1 kWh low-voltage electricity,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp3-h-2020:338987850329308120:user deprivation potential (deprivation-weighted water consumption),0.18230744354107317
image,SSP3-H,2020,esd-ei312-cutoff-image-ssp3-h-2020,ecoinvent-3.12-cutoff,2.4.6,steel,low-alloyed steel market,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2020', '8116dc6e4b354b27a1f57abd4e30e491')",1 kg low-alloyed steel,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:48:27.202015+00:00,"esd-ei312-cutoff-image-ssp3-h-2020:338987850329326359:GWP 100a, incl. H and bio CO2",1.405410700291781
image,SSP3-H,2020,esd-ei312-cutoff-image-ssp3-h-2020,ecoinvent-3.12-cutoff,2.4.6,steel,low-alloyed steel market,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2020', '8116dc6e4b354b27a1f57abd4e30e491')",1 kg low-alloyed steel,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp3-h-2020:338987850329326359:abiotic depletion potential (ADP): elements (ultimate reserves),7.269662999879954e-06
image,SSP3-H,2020,esd-ei312-cutoff-image-ssp3-h-2020,ecoinvent-3.12-cutoff,2.4.6,steel,low-alloyed steel market,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2020', '8116dc6e4b354b27a1f57abd4e30e491')",1 kg low-alloyed steel,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp3-h-2020:338987850329326359:soil quality index,4.675289860623041
image,SSP3-H,2020,esd-ei312-cutoff-image-ssp3-h-2020,ecoinvent-3.12-cutoff,2.4.6,steel,low-alloyed steel market,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2020', '8116dc6e4b354b27a1f57abd4e30e491')",1 kg low-alloyed steel,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp3-h-2020:338987850329326359:user deprivation potential (deprivation-weighted water consumption),0.4463135544243576
image,SSP3-H,2020,esd-ei312-cutoff-image-ssp3-h-2020,ecoinvent-3.12-cutoff,2.4.6,passenger_cars,passenger-car transport market,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2020', '3624f55d8b3d40e9a0ebb36651a5b9c9')",1 vehicle-km passenger-car transport,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:48:27.202015+00:00,"esd-ei312-cutoff-image-ssp3-h-2020:338987850329337210:GWP 100a, incl. H and bio CO2",0.3033765429905511
image,SSP3-H,2020,esd-ei312-cutoff-image-ssp3-h-2020,ecoinvent-3.12-cutoff,2.4.6,passenger_cars,passenger-car transport market,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2020', '3624f55d8b3d40e9a0ebb36651a5b9c9')",1 vehicle-km passenger-car transport,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp3-h-2020:338987850329337210:abiotic depletion potential (ADP): elements (ultimate reserves),5.848365636770522e-06
image,SSP3-H,2020,esd-ei312-cutoff-image-ssp3-h-2020,ecoinvent-3.12-cutoff,2.4.6,passenger_cars,passenger-car transport market,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2020', '3624f55d8b3d40e9a0ebb36651a5b9c9')",1 vehicle-km passenger-car transport,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp3-h-2020:338987850329337210:soil quality index,2.45033434756986
image,SSP3-H,2020,esd-ei312-cutoff-image-ssp3-h-2020,ecoinvent-3.12-cutoff,2.4.6,passenger_cars,passenger-car transport market,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2020', '3624f55d8b3d40e9a0ebb36651a5b9c9')",1 vehicle-km passenger-car transport,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp3-h-2020:338987850329337210:user deprivation potential (deprivation-weighted water consumption),0.05749442758436319
image,SSP3-H,2020,esd-ei312-cutoff-image-ssp3-h-2020,ecoinvent-3.12-cutoff,2.4.6,cement,unspecified cement market,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp3-h-2020', '6093e35cafdf429283f66c18b942234a')",1 kg unspecified cement,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:48:27.202015+00:00,"esd-ei312-cutoff-image-ssp3-h-2020:338987850329305243:GWP 100a, incl. H and bio CO2",0.757818305978516
image,SSP3-H,2020,esd-ei312-cutoff-image-ssp3-h-2020,ecoinvent-3.12-cutoff,2.4.6,cement,unspecified cement market,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp3-h-2020', '6093e35cafdf429283f66c18b942234a')",1 kg unspecified cement,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp3-h-2020:338987850329305243:abiotic depletion potential (ADP): elements (ultimate reserves),2.0104606366379886e-06
image,SSP3-H,2020,esd-ei312-cutoff-image-ssp3-h-2020,ecoinvent-3.12-cutoff,2.4.6,cement,unspecified cement market,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp3-h-2020', '6093e35cafdf429283f66c18b942234a')",1 kg unspecified cement,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp3-h-2020:338987850329305243:soil quality index,0.8488165220419215
image,SSP3-H,2020,esd-ei312-cutoff-image-ssp3-h-2020,ecoinvent-3.12-cutoff,2.4.6,cement,unspecified cement market,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp3-h-2020', '6093e35cafdf429283f66c18b942234a')",1 kg unspecified cement,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp3-h-2020:338987850329305243:user deprivation potential (deprivation-weighted water consumption),0.057631890050866906
image,SSP3-H,2020,esd-ei312-cutoff-image-ssp3-h-2020,ecoinvent-3.12-cutoff,2.4.6,dac,sorbent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2020', '5849e94e0a104c078921e51577595258')",1 kg CO2 captured and durably stored,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:48:27.202015+00:00,"esd-ei312-cutoff-image-ssp3-h-2020:338987850329336267:GWP 100a, incl. H and bio CO2",-0.4619082117445519
image,SSP3-H,2020,esd-ei312-cutoff-image-ssp3-h-2020,ecoinvent-3.12-cutoff,2.4.6,dac,sorbent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2020', '5849e94e0a104c078921e51577595258')",1 kg CO2 captured and durably stored,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp3-h-2020:338987850329336267:abiotic depletion potential (ADP): elements (ultimate reserves),9.350945273756294e-07
image,SSP3-H,2020,esd-ei312-cutoff-image-ssp3-h-2020,ecoinvent-3.12-cutoff,2.4.6,dac,sorbent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2020', '5849e94e0a104c078921e51577595258')",1 kg CO2 captured and durably stored,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp3-h-2020:338987850329336267:soil quality index,2.8253165238185742
