model,model_version,scenario,region,year,stage,group,destination,unit,source_regions,source_file_id,value,source_variables,allocation_method
IMAGE,3.4,SSP2-VLHO,World,2090,Final energy flow,Electricity,Transport,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,59.561121,Final Energy|Transportation|Passenger; Final Energy|Transportation|Passenger|Bus|Electricity; Final Energy|Transportation|Passenger|Domestic Aviation|Electricity; Final Energy|Transportation|Passenger|Light Duty Vehicle|Electricity; Final Energy|Transportation|Passenger|Rail (high speed)|Electricity; Final Energy|Transportation|Passenger|Rail (low speed)|Electricity; Final Energy|Transportation|Freight; Final Energy|Transportation|Freight|Air|Electricity; Final Energy|Transportation|Freight|Heavy Truck|Electricity; Final Energy|Transportation|Freight|International Shipping|Electricity; Final Energy|Transportation|Freight|Medium Truck|Electricity; Final Energy|Transportation|Freight|National Shipping|Electricity; Final Energy|Transportation|Freight|Train|Electricity,Passenger modal carrier shares scaled by 1.00000015 to the reported service total; international passenger aviation excluded; Freight modal carrier shares scaled by 0.74401129 to the reported service total; international passenger aviation excluded
IMAGE,3.4,SSP2-VLHO,World,2090,Final energy flow,Gases,Buildings,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,0.043274,Final Energy|Commercial|Cooking|Gases; Final Energy|Commercial|Space Heating|Gases; Final Energy|Commercial|Water Heating|Gases; Final Energy|Residential|Cooking|Natural Gas; Final Energy|Residential|Space Heating|Natural Gas; Final Energy|Residential|Water Heating|Natural Gas,Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2090,Final energy flow,Gases,Industry,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,11.669724,Final Energy|Industry|Chemicals|Gases; Final Energy|Industry|Fertilizer production|Gases; Final Energy|Industry|Food Processing|Gases; Final Energy|Industry|Iron and Steel|Gases; Final Energy|Industry|Non-Metallic Minerals|Gases; Final Energy|Industry|Other Sector|Gases; Final Energy|Industry|Pulp and Paper|Gases,Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2090,Final energy flow,Gases,Other + carbon management,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,31.104449,Final Energy|Carbon Management|Direct Air Capture|Gases,Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2090,Final energy flow,Gases,Transport,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,0.000000,Final Energy|Transportation|Passenger; Final Energy|Transportation|Passenger|Bus|Gases; Final Energy|Transportation|Passenger|Domestic Aviation|Gases; Final Energy|Transportation|Passenger|Light Duty Vehicle|Gases; Final Energy|Transportation|Passenger|Rail (high speed)|Gases; Final Energy|Transportation|Passenger|Rail (low speed)|Gases; Final Energy|Transportation|Freight; Final Energy|Transportation|Freight|Air|Gas; Final Energy|Transportation|Freight|Heavy Truck|Gas; Final Energy|Transportation|Freight|International Shipping|Gas; Final Energy|Transportation|Freight|Medium Truck|Gas; Final Energy|Transportation|Freight|National Shipping|Gas; Final Energy|Transportation|Freight|Train|Gas,Passenger modal carrier shares scaled by 1.00000015 to the reported service total; international passenger aviation excluded; Freight modal carrier shares scaled by 0.74401129 to the reported service total; international passenger aviation excluded
IMAGE,3.4,SSP2-VLHO,World,2090,Final energy flow,Heat,Buildings,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,7.601480,Final Energy|Commercial|Space Heating|Heat; Final Energy|Commercial|Water Heating|Heat; Final Energy|Residential|Space Heating|Heat; Final Energy|Residential|Water Heating|Heat,Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2090,Final energy flow,Heat,Industry,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,3.091091,Final Energy|Industry|Chemicals|Heat; Final Energy|Industry|Fertilizer production|Heat; Final Energy|Industry|Food Processing|Heat; Final Energy|Industry|Iron and Steel|Heat; Final Energy|Industry|Non-Metallic Minerals|Heat; Final Energy|Industry|Other Sector|Heat; Final Energy|Industry|Pulp and Paper|Heat,Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2090,Final energy flow,Heat,Transport,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,0.000000,Final Energy|Transportation|Passenger; Final Energy|Transportation|Freight,Passenger modal carrier shares scaled by 1.00000015 to the reported service total; international passenger aviation excluded; Freight modal carrier shares scaled by 0.74401129 to the reported service total; international passenger aviation excluded
IMAGE,3.4,SSP2-VLHO,World,2090,Final energy flow,Hydrogen,Buildings,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,0.062818,Final Energy|Commercial|Space Heating|Hydrogen; Final Energy|Commercial|Water Heating|Hydrogen; Final Energy|Residential|Space Heating|Hydrogen; Final Energy|Residential|Water Heating|Hydrogen,Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2090,Final energy flow,Hydrogen,Industry,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,3.513528,Final Energy|Industry|Chemicals|Hydrogen; Final Energy|Industry|Fertilizer production|Hydrogen; Final Energy|Industry|Food Processing|Hydrogen; Final Energy|Industry|Iron and Steel|Hydrogen; Final Energy|Industry|Non-Metallic Minerals|Hydrogen; Final Energy|Industry|Other Sector|Hydrogen; Final Energy|Industry|Pulp and Paper|Hydrogen,Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2090,Final energy flow,Hydrogen,Transport,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,10.716034,Final Energy|Transportation|Passenger; Final Energy|Transportation|Passenger|Bus|Hydrogen; Final Energy|Transportation|Passenger|Domestic Aviation|Hydrogen; Final Energy|Transportation|Passenger|Light Duty Vehicle|Hydrogen; Final Energy|Transportation|Passenger|Rail (high speed)|Hydrogen; Final Energy|Transportation|Passenger|Rail (low speed)|Hydrogen; Final Energy|Transportation|Freight; Final Energy|Transportation|Freight|Air|Hydrogen; Final Energy|Transportation|Freight|Heavy Truck|Hydrogen; Final Energy|Transportation|Freight|International Shipping|Hydrogen; Final Energy|Transportation|Freight|Medium Truck|Hydrogen; Final Energy|Transportation|Freight|National Shipping|Hydrogen; Final Energy|Transportation|Freight|Train|Hydrogen,Passenger modal carrier shares scaled by 1.00000015 to the reported service total; international passenger aviation excluded; Freight modal carrier shares scaled by 0.74401129 to the reported service total; international passenger aviation excluded
IMAGE,3.4,SSP2-VLHO,World,2090,Final energy flow,Liquids,Buildings,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,0.094226,Final Energy|Commercial|Cooking|Liquids; Final Energy|Commercial|Space Heating|Liquids; Final Energy|Commercial|Water Heating|Liquids; Final Energy|Residential|Cooking|Liquid (fossil); Final Energy|Residential|Space Heating|Liquid (fossil); Final Energy|Residential|Water Heating|Liquid (fossil),Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2090,Final energy flow,Liquids,Industry,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,9.078113,Final Energy|Industry|Chemicals|Liquids; Final Energy|Industry|Fertilizer production|Liquids; Final Energy|Industry|Food Processing|Liquids; Final Energy|Industry|Iron and Steel|Liquids; Final Energy|Industry|Non-Metallic Minerals|Liquids; Final Energy|Industry|Other Sector|Liquids; Final Energy|Industry|Pulp and Paper|Liquids,Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2090,Final energy flow,Liquids,Transport,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,14.980660,Final Energy|Transportation|Passenger; Final Energy|Transportation|Passenger|Bus|Liquids; Final Energy|Transportation|Passenger|Domestic Aviation|Liquids; Final Energy|Transportation|Passenger|Light Duty Vehicle|Liquids; Final Energy|Transportation|Passenger|Rail (high speed)|Liquids; Final Energy|Transportation|Passenger|Rail (low speed)|Liquids; Final Energy|Transportation|Freight; Final Energy|Transportation|Freight|Air|Liquids; Final Energy|Transportation|Freight|Heavy Truck|Liquids; Final Energy|Transportation|Freight|International Shipping|Liquids; Final Energy|Transportation|Freight|Medium Truck|Liquids; Final Energy|Transportation|Freight|National Shipping|Liquids; Final Energy|Transportation|Freight|Train|Liquids,Passenger modal carrier shares scaled by 1.00000015 to the reported service total; international passenger aviation excluded; Freight modal carrier shares scaled by 0.74401129 to the reported service total; international passenger aviation excluded
IMAGE,3.4,SSP2-VLHO,World,2090,Final energy flow,Solids + biomass,Buildings,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,17.257226,Final Energy|Commercial|Cooking|Solids; Final Energy|Commercial|Water Heating|Solids; Final Energy|Commercial|Space Heating|Solids|Biomass|Modern; Final Energy|Commercial|Space Heating|Solids|Biomass|Traditional; Final Energy|Commercial|Space Heating|Solids|Fossil; Final Energy|Residential|Cooking|Coal; Final Energy|Residential|Cooking|Modern Biomass; Final Energy|Residential|Cooking|Traditional Biomass; Final Energy|Residential|Space Heating|Coal; Final Energy|Residential|Space Heating|Modern Biomass; Final Energy|Residential|Space Heating|Traditional Biomass; Final Energy|Residential|Water Heating|Coal; Final Energy|Residential|Water Heating|Modern Biomass; Final Energy|Residential|Water Heating|Traditional Biomass,Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2090,Final energy flow,Solids + biomass,Industry,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,43.959017,Final Energy|Industry|Chemicals|Solids; Final Energy|Industry|Fertilizer production|Solids; Final Energy|Industry|Food Processing|Solids; Final Energy|Industry|Iron and Steel|Solids; Final Energy|Industry|Non-Metallic Minerals|Solids; Final Energy|Industry|Other Sector|Solids; Final Energy|Industry|Pulp and Paper|Solids,Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2090,Final energy flow,Solids + biomass,Other + carbon management,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,0.739968,Final Energy|Other Sector|Solids|Biomass,Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2090,Final energy flow,Solids + biomass,Transport,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,0.000000,Final Energy|Transportation|Passenger; Final Energy|Transportation|Freight,Passenger modal carrier shares scaled by 1.00000015 to the reported service total; international passenger aviation excluded; Freight modal carrier shares scaled by 0.74401129 to the reported service total; international passenger aviation excluded
IMAGE,3.4,SSP2-VLHO,World,2090,Primary energy supply,Biomass,,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,158.517449,Primary Energy|Biomass,Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2090,Primary energy supply,Fossil,,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,151.330466,Primary Energy|Coal; Primary Energy|Gas; Primary Energy|Oil,Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2090,Primary energy supply,Non-biomass renewables,,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,515.142356,Primary Energy|Non-Biomass Renewables,Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2090,Primary energy supply,Nuclear + other,,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,52.494379,Primary Energy|Nuclear; Primary Energy|Other,Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2090,Secondary carrier indicator,Electricity output,,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,567.614634,Secondary Energy|Electricity|Biomass; Secondary Energy|Electricity|Coal; Secondary Energy|Electricity|Gas; Secondary Energy|Electricity|Geothermal; Secondary Energy|Electricity|Hydro; Secondary Energy|Electricity|Hydrogen; Secondary Energy|Electricity|Nuclear; Secondary Energy|Electricity|Oil; Secondary Energy|Electricity|Other; Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2; Secondary Energy|Electricity|Storage; Secondary Energy|Electricity|Wave; Secondary Energy|Electricity|Wind|1; Secondary Energy|Electricity|Wind|2,Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2090,Secondary carrier indicator,Hydrogen output,,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,32.709481,Secondary Energy|Hydrogen|Biomass; Secondary Energy|Hydrogen|Coal; Secondary Energy|Hydrogen|Electricity; Secondary Energy|Hydrogen|Gas; Secondary Energy|Hydrogen|Oil,Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2090,Secondary carrier indicator,Liquid-fuel consumption,,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,66.655258,Secondary Energy|Consumption|Liquids|Fossil; Secondary Energy|Consumption|Liquids|Biomass|Biodiesel|Oilcrops|w/CCS; Secondary Energy|Consumption|Liquids|Biomass|Biodiesel|Oilcrops|w/oCCS; Secondary Energy|Consumption|Liquids|Biomass|Ethanol|Grassy|w/CCS; Secondary Energy|Consumption|Liquids|Biomass|Ethanol|Grassy|w/oCCS; Secondary Energy|Consumption|Liquids|Biomass|Ethanol|Maize|w/CCS; Secondary Energy|Consumption|Liquids|Biomass|Ethanol|Maize|w/oCCS; Secondary Energy|Consumption|Liquids|Biomass|Ethanol|Sugar|w/CCS; Secondary Energy|Consumption|Liquids|Biomass|Ethanol|Sugar|w/oCCS; Secondary Energy|Consumption|Liquids|Biomass|Ethanol|Woody|w/CCS; Secondary Energy|Consumption|Liquids|Biomass|Ethanol|Woody|w/oCCS; Secondary Energy|Consumption|Liquids|Biomass|FT Diesel|Grassy|w/CCS; Secondary Energy|Consumption|Liquids|Biomass|FT Diesel|Grassy|w/oCCS; Secondary Energy|Consumption|Liquids|Biomass|FT Diesel|Woody|w/CCS; Secondary Energy|Consumption|Liquids|Biomass|FT Diesel|Woody|w/oCCS; Secondary Energy|Consumption|Liquids|Biomass|Methanol|Grassy|w/CCS; Secondary Energy|Consumption|Liquids|Biomass|Methanol|Grassy|w/oCCS; Secondary Energy|Consumption|Liquids|Biomass|Methanol|Woody|w/CCS; Secondary Energy|Consumption|Liquids|Biomass|Methanol|Woody|w/oCCS,Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2100,Final energy flow,Electricity,Buildings,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,203.536571,Final Energy|Commercial|Appliances|Electricity; Final Energy|Commercial|Cooking|Electricity; Final Energy|Commercial|Cooling|Electricity; Final Energy|Commercial|Lighting|Electricity; Final Energy|Commercial|Space Heating|Electricity; Final Energy|Commercial|Water Heating|Electricity; Final Energy|Residential|Cooking|Electricity; Final Energy|Residential|Space Heating|Electricity; Final Energy|Residential|Water Heating|Electricity; Final Energy|Residential|Cleaning Appliances|Electricity; Final Energy|Residential|Cooling Appliance|Electricity; Final Energy|Residential|Refrigeration|Electricity; Final Energy|Residential|Small Appliances|Electricity,Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2100,Final energy flow,Electricity,Industry,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,169.534783,Final Energy|Industry|Chemicals|Electricity; Final Energy|Industry|Fertilizer production|Electricity; Final Energy|Industry|Food Processing|Electricity; Final Energy|Industry|Iron and Steel|Electricity; Final Energy|Industry|Non-Metallic Minerals|Electricity; Final Energy|Industry|Other Sector|Electricity; Final Energy|Industry|Pulp and Paper|Electricity,Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2100,Final energy flow,Electricity,Transport,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,65.396160,Final Energy|Transportation|Passenger; Final Energy|Transportation|Passenger|Bus|Electricity; Final Energy|Transportation|Passenger|Domestic Aviation|Electricity; Final Energy|Transportation|Passenger|Light Duty Vehicle|Electricity; Final Energy|Transportation|Passenger|Rail (high speed)|Electricity; Final Energy|Transportation|Passenger|Rail (low speed)|Electricity; Final Energy|Transportation|Freight; Final Energy|Transportation|Freight|Air|Electricity; Final Energy|Transportation|Freight|Heavy Truck|Electricity; Final Energy|Transportation|Freight|International Shipping|Electricity; Final Energy|Transportation|Freight|Medium Truck|Electricity; Final Energy|Transportation|Freight|National Shipping|Electricity; Final Energy|Transportation|Freight|Train|Electricity,Passenger modal carrier shares scaled by 0.99999994 to the reported service total; international passenger aviation excluded; Freight modal carrier shares scaled by 0.74770091 to the reported service total; international passenger aviation excluded
IMAGE,3.4,SSP2-VLHO,World,2100,Final energy flow,Gases,Buildings,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,0.030784,Final Energy|Commercial|Cooking|Gases; Final Energy|Commercial|Space Heating|Gases; Final Energy|Commercial|Water Heating|Gases; Final Energy|Residential|Cooking|Natural Gas; Final Energy|Residential|Space Heating|Natural Gas; Final Energy|Residential|Water Heating|Natural Gas,Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2100,Final energy flow,Gases,Industry,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,10.509070,Final Energy|Industry|Chemicals|Gases; Final Energy|Industry|Fertilizer production|Gases; Final Energy|Industry|Food Processing|Gases; Final Energy|Industry|Iron and Steel|Gases; Final Energy|Industry|Non-Metallic Minerals|Gases; Final Energy|Industry|Other Sector|Gases; Final Energy|Industry|Pulp and Paper|Gases,Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2100,Final energy flow,Gases,Other + carbon management,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,31.049420,Final Energy|Carbon Management|Direct Air Capture|Gases,Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2100,Final energy flow,Gases,Transport,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,0.000000,Final Energy|Transportation|Passenger; Final Energy|Transportation|Passenger|Bus|Gases; Final Energy|Transportation|Passenger|Domestic Aviation|Gases; Final Energy|Transportation|Passenger|Light Duty Vehicle|Gases; Final Energy|Transportation|Passenger|Rail (high speed)|Gases; Final Energy|Transportation|Passenger|Rail (low speed)|Gases; Final Energy|Transportation|Freight; Final Energy|Transportation|Freight|Air|Gas; Final Energy|Transportation|Freight|Heavy Truck|Gas; Final Energy|Transportation|Freight|International Shipping|Gas; Final Energy|Transportation|Freight|Medium Truck|Gas; Final Energy|Transportation|Freight|National Shipping|Gas; Final Energy|Transportation|Freight|Train|Gas,Passenger modal carrier shares scaled by 0.99999994 to the reported service total; international passenger aviation excluded; Freight modal carrier shares scaled by 0.74770091 to the reported service total; international passenger aviation excluded
IMAGE,3.4,SSP2-VLHO,World,2100,Final energy flow,Heat,Buildings,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,6.058453,Final Energy|Commercial|Space Heating|Heat; Final Energy|Commercial|Water Heating|Heat; Final Energy|Residential|Space Heating|Heat; Final Energy|Residential|Water Heating|Heat,Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2100,Final energy flow,Heat,Industry,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,2.252649,Final Energy|Industry|Chemicals|Heat; Final Energy|Industry|Fertilizer production|Heat; Final Energy|Industry|Food Processing|Heat; Final Energy|Industry|Iron and Steel|Heat; Final Energy|Industry|Non-Metallic Minerals|Heat; Final Energy|Industry|Other Sector|Heat; Final Energy|Industry|Pulp and Paper|Heat,Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2100,Final energy flow,Heat,Transport,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,0.000000,Final Energy|Transportation|Passenger; Final Energy|Transportation|Freight,Passenger modal carrier shares scaled by 0.99999994 to the reported service total; international passenger aviation excluded; Freight modal carrier shares scaled by 0.74770091 to the reported service total; international passenger aviation excluded
IMAGE,3.4,SSP2-VLHO,World,2100,Final energy flow,Hydrogen,Buildings,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,0.067868,Final Energy|Commercial|Space Heating|Hydrogen; Final Energy|Commercial|Water Heating|Hydrogen; Final Energy|Residential|Space Heating|Hydrogen; Final Energy|Residential|Water Heating|Hydrogen,Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2100,Final energy flow,Hydrogen,Industry,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,3.273593,Final Energy|Industry|Chemicals|Hydrogen; Final Energy|Industry|Fertilizer production|Hydrogen; Final Energy|Industry|Food Processing|Hydrogen; Final Energy|Industry|Iron and Steel|Hydrogen; Final Energy|Industry|Non-Metallic Minerals|Hydrogen; Final Energy|Industry|Other Sector|Hydrogen; Final Energy|Industry|Pulp and Paper|Hydrogen,Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2100,Final energy flow,Hydrogen,Transport,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,15.155224,Final Energy|Transportation|Passenger; Final Energy|Transportation|Passenger|Bus|Hydrogen; Final Energy|Transportation|Passenger|Domestic Aviation|Hydrogen; Final Energy|Transportation|Passenger|Light Duty Vehicle|Hydrogen; Final Energy|Transportation|Passenger|Rail (high speed)|Hydrogen; Final Energy|Transportation|Passenger|Rail (low speed)|Hydrogen; Final Energy|Transportation|Freight; Final Energy|Transportation|Freight|Air|Hydrogen; Final Energy|Transportation|Freight|Heavy Truck|Hydrogen; Final Energy|Transportation|Freight|International Shipping|Hydrogen; Final Energy|Transportation|Freight|Medium Truck|Hydrogen; Final Energy|Transportation|Freight|National Shipping|Hydrogen; Final Energy|Transportation|Freight|Train|Hydrogen,Passenger modal carrier shares scaled by 0.99999994 to the reported service total; international passenger aviation excluded; Freight modal carrier shares scaled by 0.74770091 to the reported service total; international passenger aviation excluded
IMAGE,3.4,SSP2-VLHO,World,2100,Final energy flow,Liquids,Buildings,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,0.074258,Final Energy|Commercial|Cooking|Liquids; Final Energy|Commercial|Space Heating|Liquids; Final Energy|Commercial|Water Heating|Liquids; Final Energy|Residential|Cooking|Liquid (fossil); Final Energy|Residential|Space Heating|Liquid (fossil); Final Energy|Residential|Water Heating|Liquid (fossil),Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2100,Final energy flow,Liquids,Industry,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,7.948278,Final Energy|Industry|Chemicals|Liquids; Final Energy|Industry|Fertilizer production|Liquids; Final Energy|Industry|Food Processing|Liquids; Final Energy|Industry|Iron and Steel|Liquids; Final Energy|Industry|Non-Metallic Minerals|Liquids; Final Energy|Industry|Other Sector|Liquids; Final Energy|Industry|Pulp and Paper|Liquids,Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2100,Final energy flow,Liquids,Transport,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,14.195780,Final Energy|Transportation|Passenger; Final Energy|Transportation|Passenger|Bus|Liquids; Final Energy|Transportation|Passenger|Domestic Aviation|Liquids; Final Energy|Transportation|Passenger|Light Duty Vehicle|Liquids; Final Energy|Transportation|Passenger|Rail (high speed)|Liquids; Final Energy|Transportation|Passenger|Rail (low speed)|Liquids; Final Energy|Transportation|Freight; Final Energy|Transportation|Freight|Air|Liquids; Final Energy|Transportation|Freight|Heavy Truck|Liquids; Final Energy|Transportation|Freight|International Shipping|Liquids; Final Energy|Transportation|Freight|Medium Truck|Liquids; Final Energy|Transportation|Freight|National Shipping|Liquids; Final Energy|Transportation|Freight|Train|Liquids,Passenger modal carrier shares scaled by 0.99999994 to the reported service total; international passenger aviation excluded; Freight modal carrier shares scaled by 0.74770091 to the reported service total; international passenger aviation excluded
IMAGE,3.4,SSP2-VLHO,World,2100,Final energy flow,Solids + biomass,Buildings,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,17.662267,Final Energy|Commercial|Cooking|Solids; Final Energy|Commercial|Water Heating|Solids; Final Energy|Commercial|Space Heating|Solids|Biomass|Modern; Final Energy|Commercial|Space Heating|Solids|Biomass|Traditional; Final Energy|Commercial|Space Heating|Solids|Fossil; Final Energy|Residential|Cooking|Coal; Final Energy|Residential|Cooking|Modern Biomass; Final Energy|Residential|Cooking|Traditional Biomass; Final Energy|Residential|Space Heating|Coal; Final Energy|Residential|Space Heating|Modern Biomass; Final Energy|Residential|Space Heating|Traditional Biomass; Final Energy|Residential|Water Heating|Coal; Final Energy|Residential|Water Heating|Modern Biomass; Final Energy|Residential|Water Heating|Traditional Biomass,Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2100,Final energy flow,Solids + biomass,Industry,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,43.664855,Final Energy|Industry|Chemicals|Solids; Final Energy|Industry|Fertilizer production|Solids; Final Energy|Industry|Food Processing|Solids; Final Energy|Industry|Iron and Steel|Solids; Final Energy|Industry|Non-Metallic Minerals|Solids; Final Energy|Industry|Other Sector|Solids; Final Energy|Industry|Pulp and Paper|Solids,Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2100,Final energy flow,Solids + biomass,Other + carbon management,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,0.748023,Final Energy|Other Sector|Solids|Biomass,Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2100,Final energy flow,Solids + biomass,Transport,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,0.000000,Final Energy|Transportation|Passenger; Final Energy|Transportation|Freight,Passenger modal carrier shares scaled by 0.99999994 to the reported service total; international passenger aviation excluded; Freight modal carrier shares scaled by 0.74770091 to the reported service total; international passenger aviation excluded
IMAGE,3.4,SSP2-VLHO,World,2100,Primary energy supply,Biomass,,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,155.171943,Primary Energy|Biomass,Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2100,Primary energy supply,Fossil,,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,148.646540,Primary Energy|Coal; Primary Energy|Gas; Primary Energy|Oil,Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2100,Primary energy supply,Non-biomass renewables,,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,586.302063,Primary Energy|Non-Biomass Renewables,Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2100,Primary energy supply,Nuclear + other,,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,64.973411,Primary Energy|Nuclear; Primary Energy|Other,Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2100,Secondary carrier indicator,Electricity output,,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,635.257554,Secondary Energy|Electricity|Biomass; Secondary Energy|Electricity|Coal; Secondary Energy|Electricity|Gas; Secondary Energy|Electricity|Geothermal; Secondary Energy|Electricity|Hydro; Secondary Energy|Electricity|Hydrogen; Secondary Energy|Electricity|Nuclear; Secondary Energy|Electricity|Oil; Secondary Energy|Electricity|Other; Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2; Secondary Energy|Electricity|Storage; Secondary Energy|Electricity|Wave; Secondary Energy|Electricity|Wind|1; Secondary Energy|Electricity|Wind|2,Direct sum of reported IMAGE variables
IMAGE,3.4,SSP2-VLHO,World,2100,Secondary carrier indicator,Hydrogen output,,EJ/yr,World,IMAGE 3.4_SSP2_VLHO.xlsx,41.576548,Secondary Energy|Hydrogen|Biomass; Secondary Energy|Hydrogen|Coal; Secondary Energy|Hydrogen|Electricity; Secondary Energy|Hydrogen|Gas; Secondary Energy|Hydrogen|Oil,Direct sum of reported IMAGE variables
