case,pathway,commissioning_year,impact_year,method,indicator,score,unit,forest_case,counterfactual,chp_treatment,provenance_id
DACCS,SSP2-NPi,2050,2058,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",8.971081115305424e-06,kg CO2-Eq,not applicable,no DACCS project,not applicable,3c824ba99bd0e90c137b
DACCS,SSP2-NPi,2050,2059,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",-0.0026280584279447794,kg CO2-Eq,not applicable,no DACCS project,not applicable,3c824ba99bd0e90c137b
DACCS,SSP2-NPi,2050,2060,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",-0.0025431124959141016,kg CO2-Eq,not applicable,no DACCS project,not applicable,3c824ba99bd0e90c137b
DACCS,SSP2-NPi,2050,2061,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",-0.002606954425573349,kg CO2-Eq,not applicable,no DACCS project,not applicable,3c824ba99bd0e90c137b
DACCS,SSP2-NPi,2050,2062,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",-0.002543563023209572,kg CO2-Eq,not applicable,no DACCS project,not applicable,3c824ba99bd0e90c137b
DACCS,SSP2-NPi,2050,2063,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",-0.002590039512142539,kg CO2-Eq,not applicable,no DACCS project,not applicable,3c824ba99bd0e90c137b
DACCS,SSP2-NPi,2050,2064,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",-0.002544074784964323,kg CO2-Eq,not applicable,no DACCS project,not applicable,3c824ba99bd0e90c137b
DACCS,SSP2-NPi,2050,2065,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",-0.002577625447884202,kg CO2-Eq,not applicable,no DACCS project,not applicable,3c824ba99bd0e90c137b
DACCS,SSP2-NPi,2050,2066,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",-0.002544641960412264,kg CO2-Eq,not applicable,no DACCS project,not applicable,3c824ba99bd0e90c137b
DACCS,SSP2-NPi,2050,2067,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",-0.0025690027978271246,kg CO2-Eq,not applicable,no DACCS project,not applicable,3c824ba99bd0e90c137b
DACCS,SSP2-NPi,2050,2068,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",-0.0025452570989727974,kg CO2-Eq,not applicable,no DACCS project,not applicable,3c824ba99bd0e90c137b
DACCS,SSP2-NPi,2050,2069,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",-0.002563187386840582,kg CO2-Eq,not applicable,no DACCS project,not applicable,3c824ba99bd0e90c137b
DACCS,SSP2-NPi,2050,2070,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",-0.003854629583656788,kg CO2-Eq,not applicable,no DACCS project,not applicable,3c824ba99bd0e90c137b
DACCS,SSP2-NPi,2050,2071,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",0.46250098943710327,kg CO2-Eq,not applicable,no DACCS project,not applicable,3c824ba99bd0e90c137b
DACCS,SSP2-NPi,2050,2072,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",1.0512028893572278e-05,kg CO2-Eq,not applicable,no DACCS project,not applicable,3c824ba99bd0e90c137b
DACCS,SSP2-NPi,2050,2073,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",1.0493220543139614e-05,kg CO2-Eq,not applicable,no DACCS project,not applicable,3c824ba99bd0e90c137b
DACCS,SSP2-NPi,2050,2074,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",1.0471808309375774e-05,kg CO2-Eq,not applicable,no DACCS project,not applicable,3c824ba99bd0e90c137b
DACCS,SSP2-NPi,2050,2075,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",1.0452893548063003e-05,kg CO2-Eq,not applicable,no DACCS project,not applicable,3c824ba99bd0e90c137b
DACCS,SSP2-NPi,2050,2076,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",1.0432047929498367e-05,kg CO2-Eq,not applicable,no DACCS project,not applicable,3c824ba99bd0e90c137b
DACCS,SSP2-NPi,2050,2077,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",1.0413391464680899e-05,kg CO2-Eq,not applicable,no DACCS project,not applicable,3c824ba99bd0e90c137b
DACCS,SSP2-NPi,2050,2078,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",1.0393092452432029e-05,kg CO2-Eq,not applicable,no DACCS project,not applicable,3c824ba99bd0e90c137b
DACCS,SSP2-NPi,2050,2079,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",1.050244190992089e-05,kg CO2-Eq,not applicable,no DACCS project,not applicable,3c824ba99bd0e90c137b
DACCS,SSP2-NPi,2050,2080,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",1.0611340258037671e-05,kg CO2-Eq,not applicable,no DACCS project,not applicable,3c824ba99bd0e90c137b
DACCS,SSP2-NPi,2050,2081,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",1.0700872735469602e-05,kg CO2-Eq,not applicable,no DACCS project,not applicable,3c824ba99bd0e90c137b
DACCS,SSP2-NPi,2050,2082,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",1.0789406587718986e-05,kg CO2-Eq,not applicable,no DACCS project,not applicable,3c824ba99bd0e90c137b
DACCS,SSP2-NPi,2050,2083,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",1.0879055480472744e-05,kg CO2-Eq,not applicable,no DACCS project,not applicable,3c824ba99bd0e90c137b
DACCS,SSP2-NPi,2050,2084,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",1.0967854905175045e-05,kg CO2-Eq,not applicable,no DACCS project,not applicable,3c824ba99bd0e90c137b
DACCS,SSP2-NPi,2050,2085,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",1.1057459232688416e-05,kg CO2-Eq,not applicable,no DACCS project,not applicable,3c824ba99bd0e90c137b
DACCS,SSP2-NPi,2050,2086,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",1.1146310498588718e-05,kg CO2-Eq,not applicable,no DACCS project,not applicable,3c824ba99bd0e90c137b
DACCS,SSP2-NPi,2050,2087,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",1.1235697456868365e-05,kg CO2-Eq,not applicable,no DACCS project,not applicable,3c824ba99bd0e90c137b
DACCS,SSP2-NPi,2050,2088,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",1.132437500928063e-05,kg CO2-Eq,not applicable,no DACCS project,not applicable,3c824ba99bd0e90c137b
DACCS,SSP2-NPi,2050,2089,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",1.141335360443918e-05,kg CO2-Eq,not applicable,no DACCS project,not applicable,3c824ba99bd0e90c137b
DACCS,SSP2-NPi,2050,2090,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",1.1547729627636727e-05,kg CO2-Eq,not applicable,no DACCS project,not applicable,3c824ba99bd0e90c137b
BECCS,SSP2-PkBudg1000,2030,2027,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",8.808040618896484,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2028,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",8.612848281860352,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2029,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",8.41832447052002,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2030,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",7.3588480949401855,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2031,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",6.626226425170898,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2032,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",6.60569953918457,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2033,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",6.41127872467041,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2034,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",6.391302585601807,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2035,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",6.155657768249512,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2036,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",6.113033771514893,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2037,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",5.803889751434326,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2038,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",5.762879848480225,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2039,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",5.392436504364014,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2040,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",5.35305118560791,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2041,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",4.917855739593506,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2042,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",4.889997959136963,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2043,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",4.362757682800293,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2044,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",4.335752964019775,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2045,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",3.697599411010742,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2046,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",3.6921048164367676,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2047,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",2.942066192626953,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2048,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",2.9368979930877686,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2049,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",2.030211925506592,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2050,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",-5.688914775848389,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2051,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",-5.222206115722656,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2052,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",-5.222671985626221,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2053,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",-6.341672897338867,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2054,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",-6.342142105102539,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2055,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",-7.652719974517822,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2056,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",-7.653200149536133,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2057,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",-9.166855812072754,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2058,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",-9.167350769042969,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2059,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",-10.886678695678711,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2060,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",-10.887189865112305,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2061,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",-12.801758766174316,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2062,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",-12.801974296569824,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2063,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",-14.88553237915039,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2064,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",-14.885747909545898,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2065,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",-17.092561721801758,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
BECCS,SSP2-PkBudg1000,2030,2066,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",-17.092782974243164,kg CO2-Eq,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,52eb4ca64ba6bd9d65f3
