case,pathway,commissioning_year,year,metric,statistic,value,unit,reference_pulse_year,window_start,window_end,forest_case,counterfactual,chp_treatment,provenance_id
BECCS,SSP2-NPi,2050,2027,temperature change,p25,0.0,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2028,temperature change,p25,0.0,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2029,temperature change,p25,0.0,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2030,temperature change,p25,0.0,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2031,temperature change,p25,0.0,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2032,temperature change,p25,0.0,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2033,temperature change,p25,0.0,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2034,temperature change,p25,0.0,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2035,temperature change,p25,0.0,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2036,temperature change,p25,0.0,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2037,temperature change,p25,0.0,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2038,temperature change,p25,0.0,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2039,temperature change,p25,0.0,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2040,temperature change,p25,0.0,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2041,temperature change,p25,0.0,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2042,temperature change,p25,0.0,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2043,temperature change,p25,0.0,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2044,temperature change,p25,0.0,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2045,temperature change,p25,0.0,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2046,temperature change,p25,0.0,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2047,temperature change,p25,-2.3592323912491224e-15,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2048,temperature change,p25,-5.597528270740626e-15,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2049,temperature change,p25,-6.082994526863649e-15,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2050,temperature change,p25,-5.220254543364108e-16,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2051,temperature change,p25,7.86767176435926e-15,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2052,temperature change,p25,1.3522618092810386e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2053,temperature change,p25,1.7461814865404786e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2054,temperature change,p25,2.073248715170649e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2055,temperature change,p25,2.3684567505352466e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2056,temperature change,p25,2.642762419073944e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2057,temperature change,p25,2.88125438134462e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2058,temperature change,p25,3.1000539119139805e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2059,temperature change,p25,3.31483020327293e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2060,temperature change,p25,3.523611307081585e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2061,temperature change,p25,3.702297737868859e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2062,temperature change,p25,3.9065543091214805e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2063,temperature change,p25,4.08038471381638e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2064,temperature change,p25,4.2647741746777905e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2065,temperature change,p25,4.419804299753624e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2066,temperature change,p25,4.5687816939899036e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2067,temperature change,p25,4.6899436005775606e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2068,temperature change,p25,4.80812742043989e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2069,temperature change,p25,4.896518778573903e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2070,temperature change,p25,4.7245605539893567e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2071,temperature change,p25,4.405319542644789e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2072,temperature change,p25,4.137862459077256e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2073,temperature change,p25,3.898372116053619e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2074,temperature change,p25,3.640659174378891e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2075,temperature change,p25,3.3677323535809085e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2076,temperature change,p25,3.084713959430387e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2077,temperature change,p25,2.7959014051795328e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2078,temperature change,p25,2.4796380177785318e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2079,temperature change,p25,2.148505624559274e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2080,temperature change,p25,1.7968562534274234e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2081,temperature change,p25,1.4249494271749183e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2082,temperature change,p25,1.0386733645421596e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2083,temperature change,p25,5.999737026125229e-15,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2084,temperature change,p25,1.3541053397723394e-15,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2085,temperature change,p25,-3.58842098617958e-15,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2086,temperature change,p25,-9.159052474431268e-15,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2087,temperature change,p25,-1.492749374325744e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2088,temperature change,p25,-2.110041435476097e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2089,temperature change,p25,-2.760591740316002e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2090,temperature change,p25,-3.452140252258655e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2091,temperature change,p25,-4.205343693726753e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2092,temperature change,p25,-4.98390727811291e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2093,temperature change,p25,-5.818860265426825e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2094,temperature change,p25,-6.665594198837795e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2095,temperature change,p25,-7.567894618829631e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2096,temperature change,p25,-8.490676620162053e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2097,temperature change,p25,-9.428003378180784e-14,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2098,temperature change,p25,-1.039624120922662e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2099,temperature change,p25,-1.1364483444490128e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2100,temperature change,p25,-1.2363714027596245e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2101,temperature change,p25,-1.3328535295157283e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2102,temperature change,p25,-1.434094024583119e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2103,temperature change,p25,-1.5339442133087234e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2104,temperature change,p25,-1.6320956304571281e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2105,temperature change,p25,-1.7257272741054781e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2106,temperature change,p25,-1.821223092791483e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2107,temperature change,p25,-1.9187089942011702e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2108,temperature change,p25,-2.0159248925260276e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2109,temperature change,p25,-2.1106928450190298e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2110,temperature change,p25,-2.1965689432208722e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2111,temperature change,p25,-2.2784218267927153e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2112,temperature change,p25,-2.359296182092163e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2113,temperature change,p25,-2.4377256041209955e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2114,temperature change,p25,-2.514264602855217e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2115,temperature change,p25,-2.5833218847345034e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2116,temperature change,p25,-2.6440465903921014e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2117,temperature change,p25,-2.7054496826139997e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2118,temperature change,p25,-2.7610348469576876e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2119,temperature change,p25,-2.8151722626408956e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2120,temperature change,p25,-2.857567135595e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2121,temperature change,p25,-2.89402926494436e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2122,temperature change,p25,-2.936859579697747e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2123,temperature change,p25,-2.973676839122964e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
