case,pathway,commissioning_year,year,metric,statistic,value,unit,reference_pulse_year,window_start,window_end,forest_case,counterfactual,chp_treatment,provenance_id
BECCS,SSP2-NPi,2050,2124,temperature change,p25,-3.0050391852537485e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2125,temperature change,p25,-3.039949584840881e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2126,temperature change,p25,-3.0654279792115515e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2127,temperature change,p25,-3.0908480131793063e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2128,temperature change,p25,-3.1121747699683305e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2129,temperature change,p25,-3.1306038368325037e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2130,temperature change,p25,-3.1469989069572036e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2131,temperature change,p25,-3.158831765403585e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2132,temperature change,p25,-3.168493744640692e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2133,temperature change,p25,-3.176377467896959e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2134,temperature change,p25,-3.1878813124290735e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2135,temperature change,p25,-3.1972196322693403e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2136,temperature change,p25,-3.202391076581459e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2137,temperature change,p25,-3.2060289722997365e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2138,temperature change,p25,-3.2053845731213967e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2139,temperature change,p25,-3.2091531099884463e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2140,temperature change,p25,-3.21700645337503e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2141,temperature change,p25,-3.21749469389874e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2142,temperature change,p25,-3.2173738212237414e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2143,temperature change,p25,-3.213639155930348e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2144,temperature change,p25,-3.2108467698528255e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2145,temperature change,p25,-3.207597414716306e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2146,temperature change,p25,-3.202933672381249e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2147,temperature change,p25,-3.196485674185513e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
BECCS,SSP2-NPi,2050,2148,temperature change,p25,-3.18985838171404e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,b792c3bf556f195d07a0
