case,system,model,pathway,region,commissioning_year,operation_start_year,operation_end_year,operation_year,period,plant_lifetime_years,annual_gross_captured_tonnes,annual_net_stored_tonnes,denominator_net_stored_tonnes,score_total_kg_co2eq,score_per_net_tonne_kg_co2eq,method,indicator,unit,capacity_basis,package_sha256,foreground_sha256,calculation_timestamp,provenance_id
DACCS,not applicable,remind-eu,SSP2-NPi,ENC,2030,2030,2049,2040,annual,20,100000.0,97200.0,97200.0,-87398459.60688923,-899.1611070667617,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,100 ktCO2 captured per year stated by the DACCS inventory; annual throughput already embeds plant utilization.,cfe68ecd5570e74237fe54e13e4f4f5a7269fc0eee30beb6c1b547166a910263,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,caad48acf03f12129a92
DACCS,not applicable,remind-eu,SSP2-NPi,ENC,2030,2030,2049,2041,annual,20,100000.0,97200.0,97200.0,-87581043.71694773,-901.0395444130426,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,100 ktCO2 captured per year stated by the DACCS inventory; annual throughput already embeds plant utilization.,cfe68ecd5570e74237fe54e13e4f4f5a7269fc0eee30beb6c1b547166a910263,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,716fe9d0f0622d4c5aa8
DACCS,not applicable,remind-eu,SSP2-NPi,ENC,2030,2030,2049,2042,annual,20,100000.0,97200.0,97200.0,-87763380.84636246,-902.9154408061981,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,100 ktCO2 captured per year stated by the DACCS inventory; annual throughput already embeds plant utilization.,cfe68ecd5570e74237fe54e13e4f4f5a7269fc0eee30beb6c1b547166a910263,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,357e7fb33dac65f9da2e
DACCS,not applicable,remind-eu,SSP2-NPi,ENC,2030,2030,2049,2043,annual,20,100000.0,97200.0,97200.0,-87945529.17807755,-904.7893948361888,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,100 ktCO2 captured per year stated by the DACCS inventory; annual throughput already embeds plant utilization.,cfe68ecd5570e74237fe54e13e4f4f5a7269fc0eee30beb6c1b547166a910263,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,c251a8904b3bdfe174bc
DACCS,not applicable,remind-eu,SSP2-NPi,ENC,2030,2030,2049,2044,annual,20,100000.0,97200.0,97200.0,-88127546.54379499,-906.6620014793723,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,100 ktCO2 captured per year stated by the DACCS inventory; annual throughput already embeds plant utilization.,cfe68ecd5570e74237fe54e13e4f4f5a7269fc0eee30beb6c1b547166a910263,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,1cee177a7942decfdebc
DACCS,not applicable,remind-eu,SSP2-NPi,ENC,2030,2030,2049,2045,annual,20,100000.0,97200.0,97200.0,-88309491.25397539,-908.533860637607,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,100 ktCO2 captured per year stated by the DACCS inventory; annual throughput already embeds plant utilization.,cfe68ecd5570e74237fe54e13e4f4f5a7269fc0eee30beb6c1b547166a910263,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,3c97368a7a87299d8442
DACCS,not applicable,remind-eu,SSP2-NPi,ENC,2030,2030,2049,2046,annual,20,100000.0,97200.0,97200.0,-88459953.96310274,-910.0818308961187,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,100 ktCO2 captured per year stated by the DACCS inventory; annual throughput already embeds plant utilization.,cfe68ecd5570e74237fe54e13e4f4f5a7269fc0eee30beb6c1b547166a910263,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,a7ea24368e4c65d45027
DACCS,not applicable,remind-eu,SSP2-NPi,ENC,2030,2030,2049,2047,annual,20,100000.0,97200.0,97200.0,-88610246.69513129,-911.6280524190462,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,100 ktCO2 captured per year stated by the DACCS inventory; annual throughput already embeds plant utilization.,cfe68ecd5570e74237fe54e13e4f4f5a7269fc0eee30beb6c1b547166a910263,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,eaa709823c4a95a6fa63
DACCS,not applicable,remind-eu,SSP2-NPi,ENC,2030,2030,2049,2048,annual,20,100000.0,97200.0,97200.0,-88760413.26260437,-913.1729759527199,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,100 ktCO2 captured per year stated by the DACCS inventory; annual throughput already embeds plant utilization.,cfe68ecd5570e74237fe54e13e4f4f5a7269fc0eee30beb6c1b547166a910263,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,f5aab7662dcbd8e0ac12
DACCS,not applicable,remind-eu,SSP2-NPi,ENC,2030,2030,2049,2049,annual,20,100000.0,97200.0,97200.0,-88910495.6019791,-914.7170329421718,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,100 ktCO2 captured per year stated by the DACCS inventory; annual throughput already embeds plant utilization.,cfe68ecd5570e74237fe54e13e4f4f5a7269fc0eee30beb6c1b547166a910263,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,92d63b09fda6cae40663
DACCS,not applicable,remind-eu,SSP2-NPi,ENC,2030,2030,2049,,lifetime,20,100000.0,97200.0,1944000.0,-1746114360.732623,-898.2069756855057,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,100 ktCO2 captured per year stated by the DACCS inventory; annual throughput already embeds plant utilization.,cfe68ecd5570e74237fe54e13e4f4f5a7269fc0eee30beb6c1b547166a910263,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,7fc61f390e8b5909af6e
BECCS,new CHP+CCS vs standing forest and Northern European energy,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2030,annual,20,7684.902016644977,7469.724760178917,7469.724760178917,-7219185.784168145,-966.4594099442064,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,"6667 kW fuel input, 4000 operating hours per year and a 20-year lifetime stated by the CHP inventory.",a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,82939fc7820f86b73cd8
BECCS,new CHP+CCS vs standing forest and Northern European energy,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2031,annual,20,7684.902016644977,7469.724760178917,7469.724760178917,-7226600.069198758,-967.4519880201938,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,"6667 kW fuel input, 4000 operating hours per year and a 20-year lifetime stated by the CHP inventory.",a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,c4ac77457a8534918067
BECCS,new CHP+CCS vs standing forest and Northern European energy,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2032,annual,20,7684.902016644977,7469.724760178917,7469.724760178917,-7233975.876201775,-968.4394148986696,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,"6667 kW fuel input, 4000 operating hours per year and a 20-year lifetime stated by the CHP inventory.",a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,11092b320e39b37c5efe
BECCS,new CHP+CCS vs standing forest and Northern European energy,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2033,annual,20,7684.902016644977,7469.724760178917,7469.724760178917,-7241310.095899981,-969.4212743290606,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,"6667 kW fuel input, 4000 operating hours per year and a 20-year lifetime stated by the CHP inventory.",a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,cb7cd576aae68ef7d9d4
BECCS,new CHP+CCS vs standing forest and Northern European energy,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2034,annual,20,7684.902016644977,7469.724760178917,7469.724760178917,-7248599.85480442,-970.3971816266493,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,"6667 kW fuel input, 4000 operating hours per year and a 20-year lifetime stated by the CHP inventory.",a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,6db6fe851be1f83cc530
BECCS,new CHP+CCS vs standing forest and Northern European energy,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2035,annual,20,7684.902016644977,7469.724760178917,7469.724760178917,-7255842.182268946,-971.3667390999227,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,"6667 kW fuel input, 4000 operating hours per year and a 20-year lifetime stated by the CHP inventory.",a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,3ad3b8fb1129f58a62cd
BECCS,new CHP+CCS vs standing forest and Northern European energy,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2036,annual,20,7684.902016644977,7469.724760178917,7469.724760178917,-7266640.049898912,-972.8122900374257,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,"6667 kW fuel input, 4000 operating hours per year and a 20-year lifetime stated by the CHP inventory.",a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,15f4c890408a165910ec
BECCS,new CHP+CCS vs standing forest and Northern European energy,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2037,annual,20,7684.902016644977,7469.724760178917,7469.724760178917,-7277297.768354218,-974.2390786805793,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,"6667 kW fuel input, 4000 operating hours per year and a 20-year lifetime stated by the CHP inventory.",a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,f4ebd3f5a9235e749979
BECCS,new CHP+CCS vs standing forest and Northern European energy,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2038,annual,20,7684.902016644977,7469.724760178917,7469.724760178917,-7287814.540854006,-975.6469983613488,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,"6667 kW fuel input, 4000 operating hours per year and a 20-year lifetime stated by the CHP inventory.",a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,8da7b6a8029d7c92d435
BECCS,new CHP+CCS vs standing forest and Northern European energy,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2039,annual,20,7684.902016644977,7469.724760178917,7469.724760178917,-7298189.602313122,-977.0359466549224,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,"6667 kW fuel input, 4000 operating hours per year and a 20-year lifetime stated by the CHP inventory.",a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,4da27b69807fcdd6b534
BECCS,new CHP+CCS vs standing forest and Northern European energy,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2040,annual,20,7684.902016644977,7469.724760178917,7469.724760178917,-7308422.329499909,-978.4058401269467,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,"6667 kW fuel input, 4000 operating hours per year and a 20-year lifetime stated by the CHP inventory.",a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,00fd8965df31b9e43f25
BECCS,new CHP+CCS vs standing forest and Northern European energy,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2041,annual,20,7684.902016644977,7469.724760178917,7469.724760178917,-7317392.808292883,-979.6067516840627,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,"6667 kW fuel input, 4000 operating hours per year and a 20-year lifetime stated by the CHP inventory.",a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,c5190e7eabdba38f205d
BECCS,new CHP+CCS vs standing forest and Northern European energy,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2042,annual,20,7684.902016644977,7469.724760178917,7469.724760178917,-7326296.562218306,-980.798730533523,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,"6667 kW fuel input, 4000 operating hours per year and a 20-year lifetime stated by the CHP inventory.",a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,91751654937affa857e2
BECCS,new CHP+CCS vs standing forest and Northern European energy,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2043,annual,20,7684.902016644977,7469.724760178917,7469.724760178917,-7335133.866768375,-981.9818135564987,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,"6667 kW fuel input, 4000 operating hours per year and a 20-year lifetime stated by the CHP inventory.",a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,329a0a6ff1ec0a192ba0
BECCS,new CHP+CCS vs standing forest and Northern European energy,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2044,annual,20,7684.902016644977,7469.724760178917,7469.724760178917,-7343904.927753649,-983.1560283056193,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,"6667 kW fuel input, 4000 operating hours per year and a 20-year lifetime stated by the CHP inventory.",a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,d0063e7ab7b8dcbfcc27
BECCS,new CHP+CCS vs standing forest and Northern European energy,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2045,annual,20,7684.902016644977,7469.724760178917,7469.724760178917,-7352610.049307794,-984.3214154963968,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,"6667 kW fuel input, 4000 operating hours per year and a 20-year lifetime stated by the CHP inventory.",a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,395377e2b6671b66ceab
BECCS,new CHP+CCS vs standing forest and Northern European energy,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2046,annual,20,7684.902016644977,7469.724760178917,7469.724760178917,-7357967.4138552,-985.0386259317753,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,"6667 kW fuel input, 4000 operating hours per year and a 20-year lifetime stated by the CHP inventory.",a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,c04bede16b32d1ebb340
BECCS,new CHP+CCS vs standing forest and Northern European energy,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2047,annual,20,7684.902016644977,7469.724760178917,7469.724760178917,-7363309.835316614,-985.7538358803258,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,"6667 kW fuel input, 4000 operating hours per year and a 20-year lifetime stated by the CHP inventory.",a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,4e47b94bcb27d122d0b6
BECCS,new CHP+CCS vs standing forest and Northern European energy,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2048,annual,20,7684.902016644977,7469.724760178917,7469.724760178917,-7368637.062124608,-986.4670116637755,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,"6667 kW fuel input, 4000 operating hours per year and a 20-year lifetime stated by the CHP inventory.",a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,332867507642ac7c5c9b
BECCS,new CHP+CCS vs standing forest and Northern European energy,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2049,annual,20,7684.902016644977,7469.724760178917,7469.724760178917,-7373948.769743724,-987.1781098353483,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,"6667 kW fuel input, 4000 operating hours per year and a 20-year lifetime stated by the CHP inventory.",a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,e6608fb212ad4477a6a1
BECCS,new CHP+CCS vs standing forest and Northern European energy,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,,lifetime,20,7684.902016644977,7469.724760178917,149394.49520357835,-146003079.44884333,-977.2989242333623,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,"6667 kW fuel input, 4000 operating hours per year and a 20-year lifetime stated by the CHP inventory.",a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,09ea626452283bbe4665
DACCS,not applicable,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2030,annual,20,100000.0,97200.0,97200.0,-85625348.42947394,-880.919222525452,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,100 ktCO2 captured per year stated by the DACCS inventory; annual throughput already embeds plant utilization.,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,bf0da288ada217013041
DACCS,not applicable,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2031,annual,20,100000.0,97200.0,97200.0,-85966778.57624237,-884.431878356403,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,100 ktCO2 captured per year stated by the DACCS inventory; annual throughput already embeds plant utilization.,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,b68ccfc87680c2489332
DACCS,not applicable,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2032,annual,20,100000.0,97200.0,97200.0,-86308103.43351491,-887.9434509620876,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,100 ktCO2 captured per year stated by the DACCS inventory; annual throughput already embeds plant utilization.,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,4138e1837ede14c598f6
DACCS,not applicable,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2033,annual,20,100000.0,97200.0,97200.0,-86649401.15322077,-891.4547443746993,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,100 ktCO2 captured per year stated by the DACCS inventory; annual throughput already embeds plant utilization.,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,e3fc44cd01f93b13a1f7
DACCS,not applicable,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2034,annual,20,100000.0,97200.0,97200.0,-86990737.03648444,-894.9664304165066,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,100 ktCO2 captured per year stated by the DACCS inventory; annual throughput already embeds plant utilization.,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,39ba57792c5e1a29b06c
DACCS,not applicable,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2035,annual,20,100000.0,97200.0,97200.0,-87332176.52827898,-898.4791823897014,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,100 ktCO2 captured per year stated by the DACCS inventory; annual throughput already embeds plant utilization.,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,0e10faf52fd59d2d2fc3
DACCS,not applicable,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2036,annual,20,100000.0,97200.0,97200.0,-87543947.69801924,-900.65789812777,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,100 ktCO2 captured per year stated by the DACCS inventory; annual throughput already embeds plant utilization.,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,6cb271c188eac4c26e59
DACCS,not applicable,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2037,annual,20,100000.0,97200.0,97200.0,-87756988.30628628,-902.8496739329863,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,100 ktCO2 captured per year stated by the DACCS inventory; annual throughput already embeds plant utilization.,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,30995b2e9c173680d795
