case,system,pathway,commissioning_year,impact_year,root_activity_index,root_branch_depth,contributor,reference_product,location,score_total_kg_co2eq,score_per_net_tonne_kg_co2eq,denominator_net_stored_tonnes,method,unit,package_sha256,foreground_sha256,cohort_foreground_sha256,calculation_timestamp
DACCS,not applicable,SSP2-PkBudg1000,2030,1905,33955,3,"market group for electricity, medium voltage","electricity, medium voltage",ENC,-44.108585357666016,-2.2689601521433137e-05,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1906,45603,3,"carbon dioxide compression, transport and storage","carbon dioxide, stored",ENC,-3.7440972328186035,-1.9259759428079238e-06,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1906,45427,3,"direct air capture system, sorbent-based, 100ktCO2",direct air capture system,ENC,-38.08756637573242,-1.959236953484178e-05,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1906,3023,3,market for bitumen seal,bitumen seal,GLO,-0.3778228163719177,-1.9435330060283835e-07,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1906,20480,3,"market for diesel, burned in diesel-electric generating set, 10MW","diesel, burned in diesel-electric generating set, 10MW",GLO,-3.1471259593963623,-1.618891954421997e-06,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1906,19826,3,"market for drawing of pipe, steel","drawing of pipe, steel",GLO,-7.391822338104248,-3.8023777459383993e-06,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1906,25771,3,"market for polyethylene, low density, granulate","polyethylene, low density, granulate",RER,-0.33819907903671265,-1.7397071966909086e-07,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1906,14987,3,market for reinforcing steel,reinforcing steel,GLO,-91.36840057373047,-4.7000206056445714e-05,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1906,16371,3,market for sand,sand,CH,-0.3831544518470764,-1.9709591144396936e-07,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1906,23019,3,"market for transport, freight, lorry, unspecified","transport, freight, lorry, diesel, unspecified",RER,-0.8941697478294373,-4.5996386205217964e-07,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1906,33955,3,"market group for electricity, medium voltage","electricity, medium voltage",ENC,-20.885812759399414,-1.0743730843312456e-05,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1907,45471,3,"amine-based silica production, for sorbent-based direct air capture system",amine-based silica,ENC,-28.255226135253906,-1.453458134529522e-05,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1907,45603,3,"carbon dioxide compression, transport and storage","carbon dioxide, stored",ENC,-86.11577606201172,-4.42982387150266e-05,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1907,45427,3,"direct air capture system, sorbent-based, 100ktCO2",direct air capture system,ENC,-8.405412673950195,-4.323771951620471e-06,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1907,3023,3,market for bitumen seal,bitumen seal,GLO,-0.08140258491039276,-4.1873757669955125e-08,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1907,20480,3,"market for diesel, burned in diesel-electric generating set, 10MW","diesel, burned in diesel-electric generating set, 10MW",GLO,-0.6190096139907837,-3.184205833285924e-07,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1907,19826,3,"market for drawing of pipe, steel","drawing of pipe, steel",GLO,-1.6483505964279175,-8.47916973471151e-07,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1907,25771,3,"market for polyethylene, low density, granulate","polyethylene, low density, granulate",RER,-0.07561221718788147,-3.889517345055631e-08,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1907,14987,3,market for reinforcing steel,reinforcing steel,GLO,-20.049617767333984,-1.0313589386488675e-05,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1907,16371,3,market for sand,sand,CH,-0.08241605758666992,-4.2395091351167653e-08,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1907,23019,3,"market for transport, freight, lorry, unspecified","transport, freight, lorry, diesel, unspecified",RER,-0.18923832476139069,-9.734481726408986e-08,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1907,33955,3,"market group for electricity, medium voltage","electricity, medium voltage",ENC,-858.6724853515625,-0.0004417039533701453,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1908,45471,3,"amine-based silica production, for sorbent-based direct air capture system",amine-based silica,ENC,-29.23365020751953,-1.5037885909217865e-05,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1908,45603,3,"carbon dioxide compression, transport and storage","carbon dioxide, stored",ENC,-87.973876953125,-4.5254051930619856e-05,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1908,45427,3,"direct air capture system, sorbent-based, 100ktCO2",direct air capture system,ENC,-9.039430618286133,-4.649912869488752e-06,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1908,3023,3,market for bitumen seal,bitumen seal,GLO,-0.08754297345876694,-4.5032393754509744e-08,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1908,20480,3,"market for diesel, burned in diesel-electric generating set, 10MW","diesel, burned in diesel-electric generating set, 10MW",GLO,-0.6657097935676575,-3.424433094483835e-07,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1908,19826,3,"market for drawing of pipe, steel","drawing of pipe, steel",GLO,-1.7726829051971436,-9.118739224265142e-07,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1908,25771,3,"market for polyethylene, low density, granulate","polyethylene, low density, granulate",RER,-0.08131549507379532,-4.182895837129389e-08,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1908,14987,3,market for reinforcing steel,reinforcing steel,GLO,-21.561960220336914,-1.1091543323218577e-05,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1908,16371,3,market for sand,sand,CH,-0.08863291144371033,-4.559306144223782e-08,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1908,23019,3,"market for transport, freight, lorry, unspecified","transport, freight, lorry, diesel, unspecified",RER,-0.20351344347000122,-1.046879853240747e-07,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1908,33955,3,"market group for electricity, medium voltage","electricity, medium voltage",ENC,-875.0965576171875,-0.0004501525502146026,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1909,45471,3,"amine-based silica production, for sorbent-based direct air capture system",amine-based silica,ENC,-30.28490447998047,-1.5578654567891188e-05,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1909,45603,3,"carbon dioxide compression, transport and storage","carbon dioxide, stored",ENC,-90.00847625732422,-4.6300656510969246e-05,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1909,45427,3,"direct air capture system, sorbent-based, 100ktCO2",direct air capture system,ENC,-9.719889640808105,-4.999943230868367e-06,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1909,3023,3,market for bitumen seal,bitumen seal,GLO,-0.09413319081068039,-4.842242325652284e-08,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1909,20480,3,"market for diesel, burned in diesel-electric generating set, 10MW","diesel, burned in diesel-electric generating set, 10MW",GLO,-0.7158322334289551,-3.6822645752518263e-07,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1909,19826,3,"market for drawing of pipe, steel","drawing of pipe, steel",GLO,-1.9061229228973389,-9.80515906840195e-07,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1909,25771,3,"market for polyethylene, low density, granulate","polyethylene, low density, granulate",RER,-0.08743656426668167,-4.497765651578275e-08,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1909,14987,3,market for reinforcing steel,reinforcing steel,GLO,-23.185094833374023,-1.1926489111817914e-05,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1909,16371,3,market for sand,sand,CH,-0.0953051894903183,-4.902530323576044e-08,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1909,23019,3,"market for transport, freight, lorry, unspecified","transport, freight, lorry, diesel, unspecified",RER,-0.21883435547351837,-1.125691128979004e-07,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1909,33955,3,"market group for electricity, medium voltage","electricity, medium voltage",ENC,-901.2493896484375,-0.0004636056531113362,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,1910,45471,3,"amine-based silica production, for sorbent-based direct air capture system",amine-based silica,ENC,-31.414283752441406,-1.6159610983766157e-05,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
