case,system,pathway,commissioning_year,operation_year,period,view,contributor,score_total_kg_co2eq,score_per_net_tonne_kg_co2eq,denominator_net_stored_tonnes,rank,unit,provenance_id
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2037,annual,activity,"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014 | DK",-176090.12407695802,-23.57384371318392,7469.724760178917,7,kg CO2-Eq,29653485b5e4b89050a0
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2037,annual,activity,"hydrogen production, gaseous, 25 bar, from gasification of woody biomass in entrained flow gasifier, at gasification plant | ENC",86380.97489864346,11.564144285361117,7469.724760178917,8,kg CO2-Eq,29653485b5e4b89050a0
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2037,annual,activity,"wood chipping, mobile chipper, at forest road | FI",64967.03367619644,8.69737985829619,7469.724760178917,9,kg CO2-Eq,29653485b5e4b89050a0
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2037,annual,activity,"harvesting, forestry harvester | FI",45378.94442545822,6.075049065713004,7469.724760178917,10,kg CO2-Eq,29653485b5e4b89050a0
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2037,annual,activity,treatment of sewage sludge by anaerobic digestion | RoW,38074.3918985078,5.097161290531384,7469.724760178917,11,kg CO2-Eq,29653485b5e4b89050a0
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2037,annual,activity,"carbon monoxide, from RWGS, for Fischer Tropsch process, hydrogen from wood gasification | ENC",-30270.376412796235,-4.052408540428093,7469.724760178917,12,kg CO2-Eq,29653485b5e4b89050a0
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2037,annual,activity,"heat production, softwood chips from forest, at furnace 1000kW | ENC",-29452.941013808017,-3.9429754053083146,7469.724760178917,13,kg CO2-Eq,29653485b5e4b89050a0
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2037,annual,activity,"heat production, softwood chips from forest, at furnace 1000kW, state-of-the-art 2014 | ENC",-27607.323754029072,-3.695895717765083,7469.724760178917,14,kg CO2-Eq,29653485b5e4b89050a0
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2037,annual,activity,Other activities,189418.60486127003,25.358177301399394,7469.724760178917,15,kg CO2-Eq,29653485b5e4b89050a0
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2037,annual,location,SE,-8735770.998877605,-1169.4903466119633,7469.724760178917,1,kg CO2-Eq,29653485b5e4b89050a0
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2037,annual,location,ENC,1489752.5011131817,199.43874090984562,7469.724760178917,2,kg CO2-Eq,29653485b5e4b89050a0
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2037,annual,location,DK,-176140.01363069811,-23.58052261439405,7469.724760178917,3,kg CO2-Eq,29653485b5e4b89050a0
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2037,annual,location,FI,-115823.5422881484,-15.505730934773313,7469.724760178917,4,kg CO2-Eq,29653485b5e4b89050a0
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2037,annual,location,RoW,73018.84309918791,9.775305709850405,7469.724760178917,5,kg CO2-Eq,29653485b5e4b89050a0
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2037,annual,location,GLO,46122.14701254727,6.174544376577878,7469.724760178917,6,kg CO2-Eq,29653485b5e4b89050a0
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2037,annual,location,CHA,33883.873001103326,4.536160847818405,7469.724760178917,7,kg CO2-Eq,29653485b5e4b89050a0
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2037,annual,location,MEA,14294.766269843767,1.9136938413111455,7469.724760178917,8,kg CO2-Eq,29653485b5e4b89050a0
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2037,annual,location,Other locations,124053.71594505005,16.607535073632175,7469.724760178917,9,kg CO2-Eq,29653485b5e4b89050a0
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2037,annual,process,Forest regrowth,-8538779.819222614,-1143.1184003917824,7469.724760178917,1,kg CO2-Eq,29653485b5e4b89050a0
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2037,annual,process,Harvesting and biomass supply,136303.708369377,18.2474873901662,7469.724760178917,2,kg CO2-Eq,29653485b5e4b89050a0
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2037,annual,process,Residual biogenic stack emissions,853878.0018494421,114.31184270690449,7469.724760178917,3,kg CO2-Eq,29653485b5e4b89050a0
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2037,annual,process,New CHP infrastructure and end-of-life,18503.354177966172,2.477113250090218,7469.724760178917,4,kg CO2-Eq,29653485b5e4b89050a0
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2037,annual,process,Other CHP operating emissions,70385.50172304414,9.422770447750507,7469.724760178917,5,kg CO2-Eq,29653485b5e4b89050a0
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2037,annual,process,Avoided Northern European electricity,-156467.28304279316,-20.94686056933715,7469.724760178917,6,kg CO2-Eq,29653485b5e4b89050a0
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2037,annual,process,Avoided Northern European heat,-67887.42442380646,-9.08834349368723,7469.724760178917,7,kg CO2-Eq,29653485b5e4b89050a0
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2037,annual,process,Capture electricity,0.0,0.0,7469.724760178917,8,kg CO2-Eq,29653485b5e4b89050a0
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2037,annual,process,Compression and recompression,41000.05864418976,5.488831243523318,7469.724760178917,9,kg CO2-Eq,29653485b5e4b89050a0
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2037,annual,process,Pipeline and geological storage,155806.43013333937,20.858389717910764,7469.724760178917,10,kg CO2-Eq,29653485b5e4b89050a0
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2037,annual,process,Transport losses,215177.25646605933,28.80658436213992,7469.724760178917,11,kg CO2-Eq,29653485b5e4b89050a0
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2037,annual,process,Capture chemicals and operating materials,15455.01246842653,2.06902034072489,7469.724760178917,12,kg CO2-Eq,29653485b5e4b89050a0
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2037,annual,process,CCS infrastructure and end-of-life,10016.373578487302,1.3409294050410752,7469.724760178917,13,kg CO2-Eq,29653485b5e4b89050a0
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2037,annual,process,Other CHP and CCS supply-chain GHG emissions,0.1209232241101673,1.618844441964029e-05,7469.724760178917,14,kg CO2-Eq,29653485b5e4b89050a0
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,activity,"forest carbon regrowth differential, existing spruce forest vs standing stock, LCSS 2026 | SE",-8538779.455058046,-1143.1183516397093,7469.724760178917,1,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,activity,"operation of new Nordic spruce CHP with post-combustion capture, excluding capture equipment, LCSS 2026 | ENC",912907.8167427152,122.21438487391455,7469.724760178917,2,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,activity,supply of forest residue | ENC,404227.2711075191,54.11541711181296,7469.724760178917,3,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,activity,"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014 | FI",-230581.62666875674,-30.868825033284597,7469.724760178917,4,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,activity,"carbon dioxide transport extension, pipeline 50 to 2000 km, LCSS 2026 | ENC",215177.25951671123,28.806584770542102,7469.724760178917,5,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,activity,"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014 | SE",-182681.9183055414,-24.45631186833258,7469.724760178917,6,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,activity,"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014 | DK",-169756.7084310043,-22.72596566555931,7469.724760178917,7,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,activity,"hydrogen production, gaseous, 25 bar, from gasification of woody biomass in entrained flow gasifier, at gasification plant | ENC",90494.71726390361,12.114866366473196,7469.724760178917,8,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,activity,"wood chipping, mobile chipper, at forest road | FI",64967.03164676172,8.69737958660817,7469.724760178917,9,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,activity,"harvesting, forestry harvester | FI",45381.2621698256,6.0753593508228025,7469.724760178917,10,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,activity,treatment of sewage sludge by anaerobic digestion | RoW,37519.27936614556,5.022846298990927,7469.724760178917,11,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,activity,"carbon monoxide, from RWGS, for Fischer Tropsch process, hydrogen from wood gasification | ENC",-31702.114323850965,-4.24408065111781,7469.724760178917,12,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,activity,"heat production, softwood chips from forest, at furnace 1000kW | ENC",-28702.12079340033,-3.8424602933713516,7469.724760178917,13,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,activity,"heat production, softwood chips from forest, at furnace 1000kW, state-of-the-art 2014 | ENC",-26903.552375267653,-3.601679210282341,7469.724760178917,14,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,activity,Other activities,186555.28498432692,24.974853956982813,7469.724760178917,15,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,location,SE,-8728883.649474522,-1168.5683113798486,7469.724760178917,1,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,location,ENC,1463919.1091229012,195.98032807407446,7469.724760178917,2,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,location,DK,-169802.24147125677,-22.7320613440099,7469.724760178917,3,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,location,FI,-107181.28907486405,-14.348760163995228,7469.724760178917,4,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,location,RoW,70585.57700156177,9.449555273823917,7469.724760178917,5,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,location,GLO,45822.10000668087,6.134375961341758,7469.724760178917,6,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,location,CHA,32744.526917516334,4.383632324992391,7469.724760178917,7,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,location,MEA,15458.07922409656,2.069430898780038,7469.724760178917,8,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,location,Other locations,125460.21458992992,16.795828309331824,7469.724760178917,9,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,process,Forest regrowth,-8538779.819222614,-1143.1184003917824,7469.724760178917,1,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,process,Harvesting and biomass supply,128813.72724159596,17.244775594450495,7469.724760178917,2,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,process,Residual biogenic stack emissions,853878.0018494421,114.31184270690449,7469.724760178917,3,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,process,New CHP infrastructure and end-of-life,18201.955189448203,2.436763839878382,7469.724760178917,4,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,process,Other CHP operating emissions,70292.21947119362,9.410282403699966,7469.724760178917,5,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,process,Avoided Northern European electricity,-152383.53699229882,-20.400154207107477,7469.724760178917,6,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,process,Avoided Northern European heat,-66903.11510562823,-8.956570322682913,7469.724760178917,7,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,process,Capture electricity,0.0,0.0,7469.724760178917,8,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,process,Compression and recompression,39972.88813259772,5.351320084200838,7469.724760178917,9,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,process,Pipeline and geological storage,154643.55647266045,20.702711470316128,7469.724760178917,10,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,process,Transport losses,215177.25646605933,28.80658436213992,7469.724760178917,11,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,process,Capture chemicals and operating materials,15352.74273143232,2.0553291084134386,7469.724760178917,12,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,process,CCS infrastructure and end-of-life,9856.429632310106,1.3195171105707544,7469.724760178917,13,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2038,annual,process,Other CHP and CCS supply-chain GHG emissions,0.12097580970301593,1.6195484249692527e-05,7469.724760178917,14,kg CO2-Eq,9fb3a679f7d109452964
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,activity,"forest carbon regrowth differential, existing spruce forest vs standing stock, LCSS 2026 | SE",-8538779.455058046,-1143.1183516397093,7469.724760178917,1,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,activity,"operation of new Nordic spruce CHP with post-combustion capture, excluding capture equipment, LCSS 2026 | ENC",912907.8167427152,122.21438487391455,7469.724760178917,2,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,activity,supply of forest residue | ENC,376463.4035417532,50.39856428829595,7469.724760178917,3,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,activity,"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014 | FI",-221953.88478385014,-29.71379694832743,7469.724760178917,4,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,activity,"carbon dioxide transport extension, pipeline 50 to 2000 km, LCSS 2026 | ENC",215177.25951671123,28.806584770542102,7469.724760178917,5,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,activity,"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014 | SE",-175854.17591504517,-23.54225644999978,7469.724760178917,6,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,activity,"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014 | DK",-163412.05298939688,-21.876582904439278,7469.724760178917,7,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,activity,"hydrogen production, gaseous, 25 bar, from gasification of woody biomass in entrained flow gasifier, at gasification plant | ENC",94610.83852917401,12.665906919829784,7469.724760178917,8,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,activity,"wood chipping, mobile chipper, at forest road | FI",64967.031587399564,8.697379578661137,7469.724760178917,9,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,activity,"harvesting, forestry harvester | FI",45383.586383989634,6.075670502068485,7469.724760178917,10,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,activity,treatment of sewage sludge by anaerobic digestion | RoW,36929.16606161001,4.943845623131832,7469.724760178917,11,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,activity,"carbon monoxide, from RWGS, for Fischer Tropsch process, hydrogen from wood gasification | ENC",-33130.23188491019,-4.435268092008874,7469.724760178917,12,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,activity,"heat production, softwood chips from forest, at furnace 1000kW | ENC",-27951.542693205978,-3.7419775949731884,7469.724760178917,13,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,activity,"heat production, softwood chips from forest, at furnace 1000kW, state-of-the-art 2014 | ENC",-26200.007944678022,-3.507493085200434,7469.724760178917,14,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,activity,Other activities,183831.6865639311,24.610235646691745,7469.724760178917,15,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,location,SE,-8721984.139672728,-1167.6446481896633,7469.724760178917,1,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,location,ENC,1438096.7504087817,192.52339230426156,7469.724760178917,2,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,location,DK,-163453.22008488266,-21.882094097529716,7469.724760178917,3,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,location,FI,-98523.73637744212,-13.189741194035944,7469.724760178917,4,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,location,RoW,68124.48203044676,9.12007928238778,7469.724760178917,5,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,location,GLO,45530.12671733472,6.095288404742262,7469.724760178917,6,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,location,CHA,31637.35967481194,4.235411703985483,7469.724760178917,7,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,location,MEA,16665.869917548483,2.231122357599331,7469.724760178917,8,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,location,Other locations,126895.94504428278,16.988034916730097,7469.724760178917,9,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,process,Forest regrowth,-8538779.819222614,-1143.1184003917824,7469.724760178917,1,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,process,Harvesting and biomass supply,121386.38553384936,16.250449572246605,7469.724760178917,2,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,process,Residual biogenic stack emissions,853878.0018494421,114.31184270690449,7469.724760178917,3,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,process,New CHP infrastructure and end-of-life,17903.831457389577,2.3968529005024197,7469.724760178917,4,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,process,Other CHP operating emissions,70198.7704307429,9.397772031035515,7469.724760178917,5,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,process,Avoided Northern European electricity,-148283.26249973965,-19.851235120501002,7469.724760178917,6,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,process,Avoided Northern European heat,-65911.2503727939,-8.82378568005164,7469.724760178917,7,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,process,Capture electricity,0.0,0.0,7469.724760178917,8,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,process,Compression and recompression,38941.60770466359,5.213258715001281,7469.724760178917,9,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,process,Pipeline and geological storage,153528.47236841836,20.55343098943595,7469.724760178917,10,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,process,Transport losses,215177.25646605933,28.80658436213992,7469.724760178917,11,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,process,Capture chemicals and operating materials,15249.787625374038,2.04154612318122,7469.724760178917,12,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,process,CCS infrastructure and end-of-life,9699.535291231314,1.2985130781443932,7469.724760178917,13,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2039,annual,process,Other CHP and CCS supply-chain GHG emissions,0.1210261499862463,1.6202223491745826e-05,7469.724760178917,14,kg CO2-Eq,b1c3d6b2f7c67f2b2e0d
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2040,annual,activity,"forest carbon regrowth differential, existing spruce forest vs standing stock, LCSS 2026 | SE",-8538779.455058046,-1143.1183516397093,7469.724760178917,1,kg CO2-Eq,dac03a07e872097a9952
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2040,annual,activity,"operation of new Nordic spruce CHP with post-combustion capture, excluding capture equipment, LCSS 2026 | ENC",912907.8167427152,122.21438487391455,7469.724760178917,2,kg CO2-Eq,dac03a07e872097a9952
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2040,annual,activity,supply of forest residue | ENC,348686.09281421854,46.67991177841829,7469.724760178917,3,kg CO2-Eq,dac03a07e872097a9952
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2040,annual,activity,"carbon dioxide transport extension, pipeline 50 to 2000 km, LCSS 2026 | ENC",215177.25951671123,28.806584770542102,7469.724760178917,4,kg CO2-Eq,dac03a07e872097a9952
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2040,annual,activity,"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014 | FI",-213310.2519941545,-28.55664148849378,7469.724760178917,5,kg CO2-Eq,dac03a07e872097a9952
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2040,annual,activity,"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014 | SE",-169013.85804677889,-22.626517505409478,7469.724760178917,6,kg CO2-Eq,dac03a07e872097a9952
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2040,annual,activity,"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014 | DK",-157055.71183647873,-21.025635733426526,7469.724760178917,7,kg CO2-Eq,dac03a07e872097a9952
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2040,annual,activity,"hydrogen production, gaseous, 25 bar, from gasification of woody biomass in entrained flow gasifier, at gasification plant | ENC",98729.03906155602,13.21722583245373,7469.724760178917,8,kg CO2-Eq,dac03a07e872097a9952
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2040,annual,activity,"wood chipping, mobile chipper, at forest road | FI",64967.03152984236,8.697379570955738,7469.724760178917,9,kg CO2-Eq,dac03a07e872097a9952
BECCS,new CHP+CCS vs standing forest and Northern European energy,SSP2-NPi,2030,2040,annual,activity,"harvesting, forestry harvester | FI",45385.91710954438,6.075982525018404,7469.724760178917,10,kg CO2-Eq,dac03a07e872097a9952
